btc_total_bitcoins,btc_market_cap,btc_trade_volume,btc_avg_block_size,btc_n_orphaned_blocks,btc_n_transactions_per_block,btc_median_confirmation_time,btc_hash_rate,btc_difficulty,btc_miners_revenue,btc_transaction_fees,btc_cost_per_transaction_percent,btc_n_unique_addresses,btc_n_transactions,btc_estimated_transaction_volume,btc_transaction_to_trade_ratio,btc_market_price_label
-2.072305847,-0.514983523,-0.413767307,-0.92866514,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905607499,-0.930527508,-0.713264055,1.541729717,1
-2.071181401,-0.514983523,-0.413767307,-0.928665951,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905574329,-0.930464547,-0.713264055,1.541411959,1
-2.070244363,-0.514983523,-0.413767307,-0.928665832,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905668309,-0.930642937,-0.713264055,1.542312274,1
-2.069384493,-0.514983523,-0.413767307,-0.9286662,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905707006,-0.930716391,-0.713264055,1.542682992,1
-2.068557694,-0.514983523,-0.413767307,-0.928666258,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.90572359,-0.930747872,-0.713264055,1.542841871,1
-2.067697824,-0.514983523,-0.413767307,-0.928666239,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905707006,-0.930716391,-0.713264055,1.542682992,1
-2.067058433,-0.514983523,-0.413767307,-0.928665859,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.90581757,-0.930926261,-0.713264055,1.543742187,1
-2.066242659,-0.514983523,-0.413767307,-0.92866554,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905729119,-0.930758365,-0.713264055,1.542894831,1
-2.065515076,-0.514983523,-0.413767307,-0.928665312,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905773344,-0.930842313,-0.713264055,1.543318509,1
-2.064434727,-0.514983523,-0.413767307,-0.928060266,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.560242486,-0.036475862,-0.905585386,-0.930496028,-0.676290763,1.530978896,1
-2.063497688,-0.514983523,-0.413767307,-0.928665439,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905668309,-0.930642937,-0.713264055,1.542312274,1
-2.062957514,-0.514983523,-0.413767307,-0.928665999,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905867323,-0.931020702,-0.713264055,1.544218824,1
-2.062384267,-0.514983523,-0.413767307,-0.928667153,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905850739,-0.930989222,-0.713264055,1.544059945,1
-2.061226749,-0.514983523,-0.413767307,-0.928589469,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.02714948,-0.905535632,-0.930401586,-0.709581515,1.540151518,1
-2.060190495,-0.514983523,-0.413767307,-0.928665955,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905618555,-0.930548495,-0.713264055,1.541835637,1
-2.058878642,-0.514983523,-0.413767307,-0.928576047,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.029696608,-0.905474822,-0.930265171,-0.707718061,1.538922853,1
-2.057842388,-0.514983523,-0.413767307,-0.928542868,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.033075488,-0.905563273,-0.93044356,-0.705484874,1.539415378,1
-2.056706918,-0.514983523,-0.413767307,-0.928643467,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,0.440764267,-0.90554116,-0.930422573,-0.713186411,1.541284856,1
-2.055328921,-0.514983523,-0.413767307,-0.92866663,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905447181,-0.930223197,-0.713264055,1.540193886,1
-2.054215499,-0.514983523,-0.413767307,-0.928431773,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.03553763,-0.905574329,-0.930454054,-0.694037943,1.535957109,1
-2.053069005,-0.514983523,-0.413767307,-0.928665811,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905563273,-0.93044356,-0.713264055,1.54130604,1
-2.051878415,-0.514983523,-0.413767307,-0.927588894,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037107286,-0.905507991,-0.930349119,-0.593111949,1.506621982,1
-2.050599634,-0.514983523,-0.413767307,-0.92864044,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.035356158,-0.905491407,-0.930307145,-0.693113611,1.534897915,1
-2.049287781,-0.514983523,-0.413767307,-0.928608244,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.023797879,-0.905463766,-0.930265171,-0.710117628,1.539601796,1
-2.04751292,-0.514983523,-0.413767307,-0.928640172,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,0.040857401,-0.905231582,-0.929824444,-0.712520892,1.538022537,1
-2.045308125,-0.514983523,-0.413767307,-0.928663047,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,38.96104262,-0.905021511,-0.929425692,-0.713260358,1.536169477,1
-2.042838753,-0.514983523,-0.413767307,-0.928663149,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,0.399351602,-0.904894363,-0.929173848,-0.713079189,1.534897915,1
-2.040909557,-0.514983523,-0.413767307,-0.928664917,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905170772,-0.929698522,-0.713264055,1.5375459,1
-2.038848073,-0.514983523,-0.413767307,-0.928663171,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,0.327204426,-0.905098905,-0.929562107,-0.713079189,1.536857424,1
-2.037172429,-0.514983523,-0.413767307,-0.92866536,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.90529792,-0.929939873,-0.713264055,1.538763974,1
-2.035309376,-0.514983523,-0.413767307,-0.928665856,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905203941,-0.929761483,-0.713264055,1.537863658,1
-2.033721923,-0.514983523,-0.413767307,-0.92866573,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905342146,-0.930023821,-0.713264055,1.539187651,1
-2.031991159,-0.514983523,-0.413767307,-0.928661051,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,30.57637072,-0.905259223,-0.929876912,-0.713260358,1.538446215,1
-2.030238346,-0.514983523,-0.413767307,-0.928665639,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905259223,-0.929866418,-0.713264055,1.538393255,1
-2.028375294,-0.514983523,-0.413767307,-0.928653488,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,0.028476115,-0.905198413,-0.92975099,-0.712339723,1.53759886,1
-2.026853985,-0.514983523,-0.413767307,-0.928665332,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905375315,-0.930086782,-0.713264055,1.53950541,1
-2.025046053,-0.514983523,-0.413767307,-0.928665797,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905231582,-0.929813951,-0.713264055,1.538128457,1
-2.023326312,-0.514983523,-0.413767307,-0.928665636,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905275807,-0.929897899,-0.713264055,1.538552135,1
-2.021672715,-0.514983523,-0.413767307,-0.928665873,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905308976,-0.92996086,-0.713264055,1.538869893,1
-2.020360862,-0.514983523,-0.413767307,-0.928666036,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.90548035,-0.930286158,-0.713264055,1.540511644,1
-2.018927745,-0.514983523,-0.413767307,-0.928658437,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,0.089313735,-0.905408484,-0.930149743,-0.712894322,1.539823168,1
-2.017130836,-0.514983523,-0.413767307,-0.928665729,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.90523711,-0.929824444,-0.713264055,1.538181417,1
-2.015036281,-0.514983523,-0.413767307,-0.928511372,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.036539773,-0.905071264,-0.929520133,-0.636440949,1.514715656,1
-2.012743293,-0.514983523,-0.413767307,-0.928665694,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.904988342,-0.929352237,-0.713264055,1.53579823,1
-2.011001505,-0.514983523,-0.413767307,-0.928665587,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905264751,-0.929876912,-0.713264055,1.538446215,1
-2.009248692,-0.514983523,-0.413767307,-0.928665944,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905259223,-0.929866418,-0.713264055,1.538393255,1
-2.007595095,-0.514983523,-0.413767307,-0.92866557,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905308976,-0.92996086,-0.713264055,1.538869893,1
-2.005963547,-0.514983523,-0.413767307,-0.928665376,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905320033,-0.929981847,-0.713264055,1.538975812,1
-2.003857967,-0.514983523,-0.413767307,-0.928665333,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905082321,-0.929530627,-0.713264055,1.536698545,1
-2.002160274,-0.514983523,-0.413767307,-0.928665608,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905286864,-0.929918886,-0.713264055,1.538658054,1
-2.000330294,-0.514983523,-0.413767307,-0.928211326,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.55972357,-0.035925643,-0.905203941,-0.929771977,-0.673521464,1.526583367,1
-1.998588505,-0.514983523,-0.413767307,-0.928656908,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,2.529968228,-0.905242638,-0.929855925,-0.713241871,1.538384782,1
-1.996846717,-0.514983523,-0.413767307,-0.928659577,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,15.36696589,-0.905253695,-0.929866418,-0.713260358,1.538440919,1
-1.995347456,-0.514983523,-0.413767307,-0.92864502,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.004282603,-0.905380843,-0.930097275,-0.711785123,1.539187651,1
-1.993870242,-0.514983523,-0.413767307,-0.928651993,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,0.027650336,-0.905391899,-0.930118262,-0.712520892,1.539504626,1
-1.992514293,-0.514983523,-0.413767307,-0.928645449,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,0.010345709,-0.905452709,-0.930233691,-0.712336025,1.540033947,1
-1.991081176,-0.514983523,-0.413767307,-0.928666231,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.90541954,-0.93017073,-0.713264055,1.539929087,1
-1.989769323,-0.514983523,-0.413767307,-0.928660937,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,0.467005477,-0.905469294,-0.930275665,-0.713179016,1.540458684,1
-1.988225966,-0.514983523,-0.413767307,-0.928666256,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.037431306,-0.905364258,-0.930065795,-0.713264055,1.53939949,1
-1.986263698,-0.514983523,-0.413767307,-0.928607633,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,0.045208318,-0.905109962,-0.929572601,-0.712487616,1.536657988,1
-1.984610101,-0.514983523,-0.413767307,-0.928654912,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,0.035690833,-0.905303448,-0.929939873,-0.712524589,1.538658054,1
-1.98294548,-0.514983523,-0.413767307,-0.928661366,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,14.6844926,-0.905292392,-0.929939873,-0.713260358,1.538763974,1
-1.981347003,-0.514983523,-0.413767307,-0.928652982,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,0.224364005,-0.905320033,-0.929981847,-0.713064399,1.539027713,1
-1.979109136,-0.514983523,-0.413767307,-0.928553444,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.031388031,-0.90499387,-0.929362731,-0.701155302,1.532567687,1
-1.976882292,-0.514983523,-0.413767307,-0.928623522,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.010266852,-0.904988342,-0.929352237,-0.710583491,1.535191311,1
-1.974931048,-0.514983523,-0.413767307,-0.928657237,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,0.048852818,-0.905154187,-0.929667042,-0.712524589,1.537228142,1
-1.9730239,-0.514983523,-0.413767307,-0.928589815,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.028314095,-0.9051763,-0.929688029,-0.706423996,1.53569231,1
-1.970896272,-0.514983523,-0.413767307,-0.928644264,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.003219008,-0.905060208,-0.929488653,-0.711230524,1.536010068,1
-1.968911956,-0.514983523,-0.413767307,-0.928632571,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.015494664,-0.905137603,-0.929614575,-0.710306192,1.536433746,1
-1.966641016,-0.514983523,-0.413767307,-0.928612321,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.025259055,-0.904977285,-0.92933125,-0.707163462,1.534156479,1
-1.964667724,-0.514983523,-0.413767307,-0.928579125,-0.431028954,-0.915692189,-1.381113144,-0.470242595,-0.475987748,-0.700131766,-0.563096524,-0.03096767,-0.905098905,-0.929551614,-0.703281266,1.53378576,1
