btc_total_bitcoins,btc_market_cap,btc_trade_volume,btc_avg_block_size,btc_n_orphaned_blocks,btc_n_transactions_per_block,btc_median_confirmation_time,btc_hash_rate,btc_difficulty,btc_miners_revenue,btc_transaction_fees,btc_cost_per_transaction_percent,btc_n_unique_addresses,btc_n_transactions,btc_estimated_transaction_volume,btc_transaction_to_trade_ratio,btc_market_price_label
-1.7169368874,-0.5149835229,-0.4137673068,-0.9284150304,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0365160459,-0.9050049262,-0.9294466786,-0.6494592453,1.4888113555,0
-1.7150958831,-0.5149835229,-0.4137673068,-0.9282802907,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425944,-0.4759877481,-0.7001317658,-0.5630965236,-0.0369093206,-0.9049330598,-0.9291843413,-0.5979369632,1.4897285541,0
-1.7132438547,-0.5149835229,-0.4137673068,-0.9282416976,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425944,-0.4759877481,-0.7001317658,-0.5630965236,-0.0352439322,-0.9047451014,-0.9289324975,-0.685578454,1.5170451952,0
-1.7117335697,-0.5149835229,-0.4137673068,-0.928056133,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0357184379,-0.9049330598,-0.9291633543,-0.684432282,1.5236196034,0
-1.7099587092,-0.5149835229,-0.4137673068,-0.9283291221,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425944,-0.4759877481,-0.7001317658,-0.5630965236,-0.0349945935,-0.9049441161,-0.9292158218,-0.6894458604,1.5307739841,0
-1.7082830646,-0.5149835229,-0.4137673068,-0.9279136012,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0363540029,-0.9047893269,-0.9289534845,-0.6624035947,1.4946616138,0
-1.7061223649,-0.5149835229,-0.4137673068,-0.9281561501,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425944,-0.4759877481,-0.7001317658,-0.5630965236,-0.0364090374,-0.9044908049,-0.9285127578,-0.6441498806,1.4879459515,0
-1.7045018401,-0.5149835229,-0.4137673068,-0.9283104467,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0347947176,-0.9050546799,-0.9294781591,-0.6931653735,1.5286062159,0
-1.7029254112,-0.5149835229,-0.4137673068,-0.9281103937,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0369189727,-0.9049772853,-0.9293522372,-0.612648636,1.5003496352,0
-1.7012938624,-0.5149835229,-0.4137673068,-0.9284481237,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0319378938,-0.9051044335,-0.929604081,-0.7035511712,1.5317609835,0
-1.6995520739,-0.5149835229,-0.4137673068,-0.9278981579,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0370954695,-0.9049551725,-0.9292473023,-0.5436712628,1.4795838353,0
-1.6976449257,-0.5149835229,-0.4137673068,-0.9283486158,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425944,-0.4759877481,-0.7001317658,-0.5630965236,-0.0361528388,-0.9049275316,-0.9292682892,-0.6644851911,1.5117513318,0
-1.6958590412,-0.5149835229,-0.4137673068,-0.9281908985,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425944,-0.4759877481,-0.7001317658,-0.5630965236,-0.0348133077,-0.9047340451,-0.9289954585,-0.690958068,1.4984901349,0
-1.6941172527,-0.5149835229,-0.4137673068,-0.9281399642,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0354995721,-0.9047561578,-0.9290689129,-0.6837815521,1.5048174118,0
-1.6922321524,-0.5149835229,-0.4137673068,-0.9282355483,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425944,-0.4759877481,-0.7001317658,-0.5630965236,-0.0351701705,-0.9047229887,-0.9289954585,-0.6860036469,1.5003584159,0
-1.6902257884,-0.5149835229,-0.4137673068,-0.9282403211,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425944,-0.4759877481,-0.7001317658,-0.5630965236,-0.0367063195,-0.9047506296,-0.928942991,-0.6227719233,1.4984464113,0
-1.6885501437,-0.5149835229,-0.4137673068,-0.9282658002,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425944,-0.4759877481,-0.7001317658,-0.5630965236,-0.0357097188,-0.9048833061,-0.9291528608,-0.6814374454,1.5043083844,0
-1.6867532353,-0.5149835229,-0.4137673068,-0.9284629974,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425944,-0.4759877481,-0.7001317658,-0.5630965236,-0.0367495727,-0.9050436235,-0.9293837177,-0.6270756144,1.4914021022,0
-1.6850004227,-0.5149835229,-0.4137673068,-0.9283318833,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425944,-0.4759877481,-0.7001317658,-0.5630965236,-0.0361064414,-0.9050491517,-0.9292787827,-0.6700016062,1.5114921151,0
-1.6832035143,-0.5149835229,-0.4137673068,-0.9283209384,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425944,-0.4759877481,-0.7001317658,-0.5630965236,-0.03661239,-0.904938588,-0.9290584194,-0.6415136849,1.5009242057,0
-1.6814286538,-0.5149835229,-0.4137673068,-0.9279645981,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425944,-0.4759877481,-0.7001317658,-0.5630965236,-0.0369027222,-0.9048390806,-0.92888003,-0.6034681676,1.4837133582,0
-1.6794002418,-0.5149835229,-0.4137673068,-0.9273531663,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425944,-0.4759877481,-0.7001317658,-0.5630965236,-0.0367888047,-0.9046234814,-0.9285652253,-0.6100309269,1.5018583409,0
-1.6771072544,-0.5149835229,-0.4137673068,-0.9268015653,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425944,-0.4759877481,-0.7001317658,-0.5453236527,-0.0368157072,-0.9047174605,-0.9286701602,-0.5914555451,1.496624163,0
-1.6751780582,-0.5149835229,-0.4137673068,-0.9282757124,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425944,-0.4759877481,-0.7001317658,-0.5630965236,-0.0365812823,-0.9049054188,-0.9290269389,-0.6390512636,1.5054313315,0
-1.6729732626,-0.5149835229,-0.4137673068,-0.9274344316,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425944,-0.4759877481,-0.7001317658,-0.5630965236,-0.0372334585,-0.9047229887,-0.9285652253,-0.348866383,1.4098649048,0
-1.6709228026,-0.5149835229,-0.4137673068,-0.9282839277,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425944,-0.4759877481,-0.7001317658,-0.5630965236,-0.0359407344,-0.9049054188,-0.928963978,-0.6682823481,1.5237588979,0
-1.6689825825,-0.5149835229,-0.4137673068,-0.9279071148,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425944,-0.4759877481,-0.7001317658,-0.5630965236,-0.0370931642,-0.9049496443,-0.928984965,-0.5256393884,1.4836646881,0
-1.6671305541,-0.5149835229,-0.4137673068,-0.9283046993,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425944,-0.475987748,-0.7001317658,-0.5630965236,-0.0368589923,-0.9049828135,-0.9291843413,-0.6074464938,1.5074568286,0
-1.6654328615,-0.5149835229,-0.4137673068,-0.9280057369,-0.4310289537,-0.9125603537,-1.3811131437,-0.4702425944,-0.475987748,-0.7001317658,-0.5630965236,-0.0370746672,-0.9049496443,-0.9293417437,-0.5576064965,1.4818743217,0
-1.663691073,-0.5149835229,-0.4137673068,-0.9282855202,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425944,-0.475987748,-0.7001317658,-0.5630965236,-0.0339595011,-0.9048335524,-0.9290164454,-0.6968590054,1.5239956914,0
-1.6616075411,-0.5149835229,-0.4137673068,-0.928352539,-0.4310289537,-0.9031648468,-1.3811131437,-0.4702425944,-0.475987748,-0.7001317658,-0.5630965236,-0.034440431,-0.9046898196,-0.9288275626,-0.6904848099,1.5199992879,0
-1.6594578654,-0.5149835229,-0.4137673068,-0.9282556269,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425944,-0.475987748,-0.7001317658,-0.5630965236,-0.0360990285,-0.9048280242,-0.9290374324,-0.6605031675,1.5141337457,0
-1.6575066212,-0.5149835229,-0.4137673068,-0.9282663286,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425944,-0.475987748,-0.7001317658,-0.5630965236,-0.0365410063,-0.9048114397,-0.9289954585,-0.6415987234,1.5111645592,0
-1.6518513204,-0.5149835229,-0.4137673068,-0.9265895179,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425941,-0.475987748,-0.7001317658,-0.5630965236,-0.0367555438,-0.8905376632,-0.9123317932,-0.4396099331,-1.091332924,0
-1.6436494807,-0.5149835229,-0.4137673068,-0.9274821066,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425934,-0.4759877479,-0.7001317658,-0.5630965236,-0.0357030429,-0.8944073934,-0.9132867009,-0.5580834519,1.1492262416,0
-1.6373217172,-0.5149835229,-0.4137673068,-0.9212705973,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425937,-0.4759877479,-0.7001317658,-0.5629667946,-0.0361139721,-0.8723665154,-0.8721522123,-0.5561941167,1.0627025586,0
-1.6304427549,-0.5149835229,-0.4137673068,-0.9262398209,-0.4310289537,-0.9125603537,-1.3811131437,-0.4702425936,-0.4759877479,-0.7001317658,-0.5551830555,-0.0363323444,-0.8949989094,-0.9127200524,-0.5085836089,1.4322799338,0
-1.6238504159,-0.5149835229,-0.4137673068,-0.9273875316,-0.4310289537,-0.9141262715,-1.3811131437,-0.470242591,-0.4759877472,-0.7001317658,-0.5601127569,-0.0359864471,-0.8968342671,-0.9169174492,-0.5640694279,1.4413162483,0
-1.6218330279,-0.5149835229,-0.4137672908,-0.9269292496,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425935,-0.4759877472,-0.7001317658,-0.5619289627,-0.0368220819,-0.9031087584,-0.9266868902,-0.6049840726,1.4994026357,0
-1.6198597359,-0.5149835229,-0.4137672229,-0.9271548665,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425935,-0.4759877472,-0.7001317658,-0.5545344106,-0.0367248725,-0.9031032302,-0.9270541624,-0.6219252349,1.5014722617,0
-1.6180518034,-0.5149835229,-0.4137664817,-0.926409229,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425936,-0.4759877472,-0.7001317658,-0.559074925,-0.0369654899,-0.9027881236,-0.9264245529,-0.5863495335,1.4865700991,0
-1.6160895353,-0.5149835229,-0.413766972,-0.9259343343,-0.4310289537,-0.901598929,-1.3811131437,-0.4702425935,-0.4759877472,-0.7001317658,-0.5630965236,-0.0361819737,-0.9019533675,-0.924955464,-0.6619044553,1.506397434,0
-1.6138626917,-0.5149835229,-0.4137666639,-0.9273138247,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425933,-0.4759877472,-0.7001317658,-0.5630965236,-0.0363839331,-0.9031750966,-0.9266554097,-0.6437431744,1.5083113787,0
-1.6118012078,-0.5149835229,-0.4137652369,-0.9275673374,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425934,-0.4759877472,-0.7001317658,-0.5630965236,-0.036654092,-0.9033851677,-0.9270436689,-0.626532107,1.5002724261,0
-1.6096625561,-0.5149835229,-0.4137650045,-0.9277693119,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425934,-0.4759877472,-0.7001317658,-0.5629667946,-0.0362231722,-0.903573126,-0.9274214347,-0.6553786693,1.5040444132,0
-1.6076231201,-0.5149835229,-0.4137669104,-0.9276237544,-0.4310289537,-0.8875056687,-1.3811131437,-0.4702425934,-0.4759877472,-0.7001317658,-0.5630965236,-0.0368006197,-0.9036505206,-0.9276103175,-0.6075241377,1.5029849204,0
-1.6052639888,-0.5149835229,-0.4137660678,-0.9163878084,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425933,-0.4759877472,-0.7001317658,-0.5258643051,-0.0363922215,-0.8941254559,-0.9070115927,-0.639010593,1.4819142315,0
-1.6023977545,-0.5149835229,-0.4137666064,-0.9276964767,-0.4310289537,-0.9156921893,-1.3811131437,-0.470242593,-0.4759877472,-0.7001317658,-0.5599830279,-0.0364978727,-0.9032524912,-0.9266239293,-0.6128556864,1.4892181814,0
-1.6004685583,-0.5149835229,-0.4137640738,-0.9251744535,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425931,-0.4759877469,-0.7001317658,-0.5384480166,-0.0371625701,-0.9030921738,-0.9268652796,-0.478494744,1.4584548469,0
-1.5986826738,-0.5149835229,-0.4137630997,-0.9265178021,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425932,-0.4759877469,-0.7001317658,-0.5608911308,-0.0367755905,-0.9038550635,-0.9279461093,-0.624206487,1.5103688066,0
-1.5967534777,-0.5149835229,-0.4137582975,-0.9150330341,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425931,-0.4759877469,-0.7001317658,-0.5507722701,-0.037129854,-0.9039656272,-0.8952798687,-0.5039989207,1.4753814495,0
-1.5947471136,-0.5149835229,-0.4137639295,-0.9270847127,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425931,-0.4759877469,-0.7001317658,-0.5496047092,-0.0366860818,-0.9038163662,-0.9277362394,-0.6252195552,1.5058058455,0
-1.5926635818,-0.5149835229,-0.4137634523,-0.9277204069,-0.4310289537,-0.9141262715,-1.3811131437,-0.470242593,-0.4759877469,-0.7001317658,-0.5577776352,-0.0362092995,-0.9042143956,-0.9284393034,-0.6575120282,1.5183887453,0
-1.5902272826,-0.5149835229,-0.4137648143,-0.9280965134,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425928,-0.4759877469,-0.7001317658,-0.5606316729,-0.0355036262,-0.9040761909,-0.9281349921,-0.6719353094,1.2546679129,0
-1.5874271922,-0.5149835229,-0.4137638579,-0.9280099891,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425925,-0.4759877469,-0.7001317658,-0.5584262801,-0.0356649483,-0.9036173515,-0.9272010713,-0.6614274998,1.4612888068,0
-1.5849137251,-0.5149835229,-0.4137578951,-0.9270857228,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425927,-0.4759877469,-0.7001317658,-0.5630965236,-0.0360879188,-0.902445376,-0.924997438,-0.652084349,1.5093417107,0
-1.5824002581,-0.5149835229,-0.4137639586,-0.9277286236,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425927,-0.4759877469,-0.7001317658,-0.5630965236,-0.0366232455,-0.903810838,-0.927599824,-0.6115542265,1.500775882,0
-1.5797104074,-0.5149835229,-0.4137624827,-0.9266303222,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425926,-0.4759877469,-0.7001317658,-0.5630965236,-0.0361385396,-0.9017875219,-0.9251968144,-0.6452258034,1.479893893,0
-1.577935547,-0.5149835229,-0.41376597,-0.9270994706,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425927,-0.4759877464,-0.7001317658,-0.5630965236,-0.036473283,-0.9038274226,-0.9276732785,-0.6526833163,1.5173425833,0
-1.5763701421,-0.5149835229,-0.4137647971,-0.9271844621,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425929,-0.4759877464,-0.7001317658,-0.5331291282,-0.0365115285,-0.9042917902,-0.9285232513,-0.6575970668,1.5102328056,0
-1.5742535383,-0.5149835229,-0.4137651976,-0.927842919,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425923,-0.4759877464,-0.7001317658,-0.5630965236,-0.0357714003,-0.9041204164,-0.9281454856,-0.6715692738,1.5209793498,0
-1.5721700064,-0.5149835229,-0.4137520673,-0.9274628703,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425924,-0.4759877464,-0.7001317658,-0.5630965236,-0.0366975789,-0.9035897106,-0.9270961364,-0.6204093299,1.5022086651,0
-1.5698880429,-0.5149835229,-0.4137658418,-0.9251524029,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425922,-0.4759877464,-0.7001317658,-0.5070536024,-0.0370620009,-0.9035565414,-0.9273164997,-0.511134766,1.4625408796,0
-1.5674958397,-0.5149835229,-0.4137515865,-0.9276967991,-0.4310289537,-0.9141262715,-1.3811131437,-0.470242592,-0.4759877464,-0.7001317658,-0.5630965236,-0.036943587,-0.9037887253,-0.9275053826,-0.5528776125,1.4787264404,0
-1.5650926124,-0.5149835229,-0.4137650011,-0.9279274665,-0.4310289537,-0.9141262715,-1.3811131437,-0.470242592,-0.4759877464,-0.7001317658,-0.5630965236,-0.0364944606,-0.9035841824,-0.9272640323,-0.6293827478,1.5070997413,0
-1.5627004092,-0.5149835229,-0.4137632912,-0.926909736,-0.4310289537,-0.9141262715,-1.3811131437,-0.470242592,-0.4759877464,-0.7001317658,-0.5630965236,-0.0364671227,-0.9028212927,-0.9262041896,-0.6321335607,1.4989443643,0
-1.5598231509,-0.5149835229,-0.4137623829,-0.9279966792,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425915,-0.4759877464,-0.7001317658,-0.5630965236,-0.035235097,-0.9036505206,-0.9270856429,-0.6704231017,1.5128934371,0
-1.5567915569,-0.5149835229,-0.4137623173,-0.9277656076,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425899,-0.4759877456,-0.7001317658,-0.5630965236,-0.0354258326,-0.9039158735,-0.9270961364,-0.6638344611,1.5122768054,0
-1.5555127754,-0.5149835229,-0.413757023,-0.9270306869,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425926,-0.4759877456,-0.7001317658,-0.5630965236,-0.0368144987,-0.9039987963,-0.9281979531,-0.6454698271,1.5024509549,0
-1.5540686343,-0.5149593677,-0.4137525652,-0.926411848,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425924,-0.4759877456,-0.6998229458,-0.5544046816,-0.0371667422,-0.9039656272,-0.9278411743,-0.5347717915,1.4696984554,1
-1.5526024452,-0.5149602373,-0.4137640043,-0.9233345117,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425923,-0.4759877456,-0.6998300095,-0.542858802,-0.0370689498,-0.9036560488,-0.927578837,-0.5809329463,1.4908688873,-1
-1.5510590882,-0.5149618332,-0.4137664782,-0.9271511589,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425922,-0.4759877456,-0.6998364925,-0.5630965236,-0.0364390633,-0.9039545708,-0.9276732785,-0.6624035947,1.5128936201,-1
-1.5492180839,-0.5149624485,-0.4137626115,-0.9273521308,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425917,-0.4759877456,-0.6997902978,-0.5630965236,-0.0366612152,-0.9037444998,-0.9273584737,-0.6350914241,1.5080141196,-1
-1.5471896719,-0.514962334,-0.4137556306,-0.9277181072,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425915,-0.4759877456,-0.6997544151,-0.5630965236,-0.0364035979,-0.9039490427,-0.9278831483,-0.6487234768,1.5110658828,1
-1.5449959003,-0.5149624367,-0.4137494359,-0.9278315068,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425912,-0.4759877456,-0.6997266969,-0.5630965236,-0.0367839645,-0.9041591137,-0.9278621613,-0.6024514021,1.4983563887,-1
-1.542603697,-0.5149625036,-0.4137625022,-0.9278188568,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425909,-0.4759877456,-0.6996927184,-0.5630965236,-0.0355632378,-0.9037555561,-0.9274529151,-0.671391802,1.5158241113,-1
-1.5403437815,-0.514962163,-0.4137598031,-0.9280027515,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425911,-0.4759877456,-0.6997114107,-0.5630965236,-0.0357141128,-0.9039656272,-0.9279985767,-0.6702308406,1.516522944,1
-1.5378413384,-0.5149622239,-0.4137625789,-0.9269769601,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425907,-0.4759877456,-0.6996690064,-0.5527182048,-0.0346394174,-0.9038495353,-0.9273794607,-0.6839553265,1.5211619126,-1
-1.535548351,-0.5149621662,-0.4137629801,-0.9278057074,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425911,-0.4759877456,-0.6997077459,-0.5630965236,-0.036329554,-0.9039766836,-0.9276103175,-0.6452110141,1.5144877726,-1
-1.5335860829,-0.5149625991,-0.4137586727,-0.9276540207,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425909,-0.475987745,-0.6997770822,-0.5630965236,-0.0356723993,-0.9043912975,-0.9284812773,-0.6767825079,1.5240365498,-1
-1.5316127908,-0.5149625502,-0.4137613904,-0.9276649041,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425909,-0.475987745,-0.6997750896,-0.5630965171,-0.0367130344,-0.9039656272,-0.9278831483,-0.6234300479,1.505027638,0
-1.5298710022,-0.5149625718,-0.4137642658,-0.9278200711,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425913,-0.475987745,-0.699817903,-0.56128031,-0.0359184915,-0.9044797485,-0.9287226277,-0.6756141519,1.5267567502,-1
-1.5282284295,-0.5149611708,-0.4137345402,-0.9274971845,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425915,-0.475987745,-0.6998165971,-0.5579073642,-0.0362446753,-0.904286262,-0.9285127578,-0.6680013511,1.5251739074,1
-1.5262992333,-0.5149624286,-0.413753041,-0.92608284,-0.4310289537,-0.9156921893,-1.3811131437,-0.470242591,-0.475987745,-0.699783221,-0.56050194,-0.0369593117,-0.9035841824,-0.9266554097,-0.5796129998,1.4932656033,-1
-1.5243590132,-0.5149624034,-0.413760441,-0.9267951732,-0.4310289537,-0.9156921893,-1.3811131437,-0.470242591,-0.475987745,-0.6997816069,-0.5614100455,-0.0358136671,-0.9036007669,-0.9272535388,-0.674042787,1.5200691139,-1
-1.5226943925,-0.5149630144,-0.4137594961,-0.9275837884,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425915,-0.475987745,-0.6998406034,-0.5630965223,-0.036609652,-0.9042586211,-0.928302888,-0.647019008,1.5069187542,-1
-1.520930556,-0.5149628088,-0.413766452,-0.9277114085,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425913,-0.475987745,-0.6998207969,-0.5630965236,-0.0368665739,-0.9041314728,-0.928239927,-0.611132731,1.4989473929,1
-1.5189572639,-0.5149634489,-0.4137641435,-0.9279741298,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425909,-0.475987745,-0.6997953927,-0.5630965236,-0.0368699336,-0.9044078821,-0.9285337448,-0.5983214854,1.4991270818,-1
-1.5171713794,-0.5149628822,-0.4137592005,-0.9277043586,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425912,-0.475987745,-0.6998193929,-0.5629667946,-0.0362787819,-0.904197811,-0.9283553554,-0.6625958559,1.4105062147,1
-1.5153083271,-0.5149624759,-0.4137664348,-0.927842453,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425911,-0.475987745,-0.6998001964,-0.5630965223,-0.0370042366,-0.9043360157,-0.9284078229,-0.5706173979,1.4463218284,1
-1.5136437064,-0.5149631437,-0.4137639938,-0.9277566242,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425915,-0.475987745,-0.6998454638,-0.5630965236,-0.0367551441,-0.9045681995,-0.9286911472,-0.6327621067,1.5099233787,-1
-1.5119680617,-0.5149630515,-0.4137650592,-0.9277438383,-0.4310289537,-0.9141262715,-1.3811131437,-0.470242591,-0.4759877446,-0.6998428222,-0.563096521,-0.0362671338,-0.9043028466,-0.9284707839,-0.6661970545,1.5208286471,1
-1.510303441,-0.5149628832,-0.4137656456,-0.9272999543,-0.4310289537,-0.9141262715,-1.3811131437,-0.470242591,-0.4759877446,-0.6998429179,-0.5616695047,-0.0365260665,-0.9040209091,-0.9279356158,-0.6531343905,1.504012997,1
-1.5084183408,-0.5149629677,-0.4137625731,-0.9274225209,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425906,-0.4759877446,-0.6998067043,-0.563096521,-0.0358390646,-0.903871648,-0.9275683435,-0.6745493211,1.5202479871,-1
-1.5066324563,-0.5149629289,-0.4137598809,-0.9279009446,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425908,-0.4759877446,-0.6998238624,-0.5630965236,-0.0356684927,-0.9043249593,-0.9284288099,-0.6801359855,1.5281752651,-1
-1.5046150683,-0.5149618829,-0.413766546,-0.9275791401,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425903,-0.4759877446,-0.6997671248,-0.5611505888,-0.0361931679,-0.9039711554,-0.9278621613,-0.6599855415,1.5184667992,1
-1.5028071359,-0.5149628353,-0.4137576508,-0.9267568557,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425907,-0.4759877446,-0.6998200109,-0.5630965236,-0.0367289404,-0.9034349213,-0.926959721,-0.6290943562,1.4251627204,-1
-1.5006574602,-0.5149620856,-0.4137538767,-0.9273010018,-0.4310289537,-0.9156921893,-1.3811131437,-0.47024259,-0.4759877446,-0.699748588,-0.5629719368,-0.0365573081,-0.9034183368,-0.9269492275,-0.6328360533,1.497979222,1
-1.4985849523,-0.5149248588,-0.4137638073,-0.9270990752,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425902,-0.4759877446,-0.6991232014,-0.5630965236,-0.0367601935,-0.903423865,-0.9268128121,-0.6122826004,1.4970568476,1
-1.4964903964,-0.5149627233,-0.4137666072,-0.9276544064,-0.4310289537,-0.9125603537,-1.3811131437,-0.4702425901,-0.4759877446,-0.699771227,-0.5630965236,-0.0365295415,-0.9040098527,-0.9275473566,-0.6373135189,1.5053239959,-1
-1.4941092171,-0.5149630041,-0.4137603478,-0.9279886292,-0.4310289537,-0.9109944359,-1.3811131437,-0.4702425895,-0.4759877446,-0.6997285117,-0.5630965236,-0.0367154754,-0.9040264373,-0.9275578501,-0.6044923278,1.4996105949,-1
-1.4914965343,-0.5149629436,-0.4137605101,-0.9270750683,-0.4310289537,-0.9125603537,-1.3811131437,-0.470242589,-0.4759877446,-0.6996893064,-0.5607614018,-0.0370731257,-0.9036781615,-0.9270121885,-0.4747456522,1.460213752,0
-1.4891814989,-0.5149623143,-0.4137549908,-0.9278520835,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425882,-0.4759877435,-0.6997287756,-0.5630965236,-0.036998753,-0.9040430218,-0.9279775897,-0.5382583729,1.4794042538,1
-1.4868554395,-0.5149619868,-0.4137535958,-0.9275520413,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425882,-0.4759877435,-0.6997216755,-0.5630965236,-0.0368765044,-0.9035454851,-0.9271066299,-0.5761707863,1.4712937332,1
-1.4849041954,-0.5149619738,-0.4137618101,-0.9258910572,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425892,-0.4759877435,-0.699788299,-0.5630965223,-0.0365477834,-0.9020307621,-0.9248610226,-0.6410478214,1.5045252967,-1
-1.4829970472,-0.5149620984,-0.4137562287,-0.9246380276,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425894,-0.4759877435,-0.6997987127,-0.5630965236,-0.0368540803,-0.9006155464,-0.9231505834,-0.605224399,1.4922755997,-1
-1.4806599638,-0.5149619742,-0.4137524483,-0.9262580573,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425882,-0.4759877435,-0.6997223316,-0.5630965236,-0.0370373691,-0.9017101273,-0.9242104261,-0.5192725876,1.4164961431,1
