"Date","Open","High","Low","Close","Volume","MarketCap","average_daily_price"
2017-08-21,4.0106122521175,3.87471805980999,4.05086583995471,3.88097853722106,5.00263959849099,4.01768032884802,3.96279194988235
2017-08-20,4.12808427474315,3.97483515764639,4.15089128367406,3.98255033065095,3.65742154819221,4.13302281134431,4.06286322066022
2017-08-19,4.06679865816338,4.02879385053654,4.0286530045815,4.1079073252425,5.34312893976134,4.07203093268177,4.02872342755902
2017-08-18,4.28858460070836,4.17454090965879,4.08384667031493,4.06880123903835,5.27673614589675,4.29010031365133,4.12919378998686
2017-08-17,4.36002109326934,4.30615784481791,4.36481134865603,4.27103455726522,4.52083929754403,4.35981950859526,4.33548459673697
2017-08-16,4.14119483236291,4.1872924849426,4.05802809490607,4.32416114475055,3.97326906095697,4.14366587998016,4.12266028992433
2017-08-15,4.29173446269316,4.2731530918536,3.94943748031705,4.09399321899635,5.89247042942424,4.29144843567854,4.11129528608533
2017-08-14,3.98163352185733,4.12284533418388,4.05155499163388,4.26327954137951,4.34513488528499,3.98541054474411,4.08720016290888
2017-08-13,3.76047755170931,3.98873552349631,3.88989969774887,3.96552712504818,5.69985152350693,3.7670005855782,3.93931761062259
2017-08-12,3.48779459399859,3.6918076258741,3.58950340331121,3.74262952668683,3.87117870510246,3.49794381046382,3.64065551459265
2017-08-11,3.15877070871065,3.38140441491143,3.29220829142981,3.4658960406067,3.48500660593114,3.17339407548209,3.33680635317062
2017-08-10,3.1207584120035,3.12146757351793,3.22741572730796,3.14749116581145,2.49995632393206,3.13555441879209,3.17444165041294
2017-08-09,3.21413696201332,3.08621119104404,3.13905663701454,3.10161126237786,2.4101284893718,3.22709899981861,3.11263391402929
2017-08-08,3.15449165091998,3.15753959729376,3.25985508134883,3.19319374418668,2.9625258771985,3.16788096592872,3.20869733932129
2017-08-07,2.96735419020782,3.05739952364603,3.05687529927367,3.144724894901,2.43605496296536,2.9831882482012,3.05713741145985
2017-08-06,3.02064034597336,2.9374772764499,3.02575271719121,2.94966733070252,1.70176350927393,3.03523994920962,2.98161499682056
2017-08-05,2.59275833944921,2.93370924339307,2.68022929404798,2.99573638086504,3.3380704579148,2.61358285599436,2.80696926872052
2017-08-04,2.4849498556675,2.48489974502557,2.5188816571626,2.57367909862177,1.50145619714833,2.50701026205402,2.50189070109408
2017-08-03,2.3692132287014,2.38608078052887,2.44679146900955,2.46591274981975,1.11738040518875,2.39278884945403,2.41643612476921
2017-08-02,2.39009740797422,2.32774519558185,2.42642457563412,2.35471811655606,1.68214347520313,2.41296810758761,2.37708488560799
2017-08-01,2.56146178621908,2.5101961132913,2.44736986416886,2.36369076450919,2.12927782309443,2.58119954582501,2.47878298873008
2017-07-31,2.43301873486901,2.47374498862866,2.4904418441169,2.54938556562614,1.22594848657775,2.45447607526744,2.48209341637278
2017-07-30,2.38684056954465,2.32315003331742,2.39720946694936,2.40970070631892,0.924967821058301,2.40870378475418,2.36017975013339
2017-07-29,2.48505683211226,2.38085378345308,2.45621807947818,2.37337271269577,1.11533470520776,2.5049171252223,2.41853593146563
2017-07-28,2.33375648039701,2.48274001876129,2.44013377153758,2.47097242481835,2.23716854616432,2.35575097060126,2.46143689514943
2017-07-27,2.16613627771898,2.24823740050145,2.25505962684082,2.30874363975801,1.08683504857436,2.1905776407519,2.25164851367113
2017-07-26,2.2125640547478,2.15339325136348,2.15840610383741,2.14048580271335,1.37549090697711,2.23588163624518,2.15589967760044
2017-07-25,2.42619601494721,2.33412098322376,2.19552184427264,2.1960831193452,2.39286363796227,2.4455571837506,2.2648214137482
2017-07-24,2.39671806127812,2.34466688062064,2.4640817923887,2.40695807874958,1.23743048865946,2.41614683742019,2.40437433650467
2017-07-23,2.48634054944947,2.40775845851135,2.40839587545587,2.37804227256598,1.63910786475617,2.50381024608417,2.40807716698361
2017-07-22,2.32056271887576,2.44249788523049,2.41303534301027,2.47228463025023,1.8421012529748,2.34051009631472,2.42776661412038
2017-07-21,2.52236783879262,2.41491542373821,2.3689050229835,2.3039913281939,2.45001088005738,2.53842860066706,2.39191022336085
2017-07-20,1.84660952347202,2.48647358810114,1.93577319262595,2.48112723982723,3.92892934110252,1.87414501944979,2.21112339036354
2017-07-19,1.90983260232923,1.90802307434825,1.92388532616029,1.83782739310066,1.9744002327161,1.93594577132864,1.91595420025427
2017-07-18,1.80337915351456,1.89704063653624,1.80640957742199,1.89155688578443,2.49477881494115,1.83104768685367,1.85172510697911
2017-07-17,1.44572123984404,1.71654266278919,1.52071928756659,1.78460623225087,1.89004187193946,1.47951422519051,1.61863097517789
2017-07-16,1.5162781483036,1.51927234677694,1.41046732517957,1.43162297107498,1.85327377237623,1.54852388222538,1.46486983597826
2017-07-15,1.79933782115671,1.71728937665716,1.59183727960081,1.51323978460385,1.48488816837743,1.82621573369299,1.65456332812898
2017-07-14,1.95441800725373,1.86905609834583,1.8291146639946,1.79043431583571,1.26862984640955,1.9781845630548,1.84908538117022
2017-07-13,2.00447109713298,1.9402466497276,2.02307394284064,1.93768504429973,1.17766724202158,2.02699367581883,1.98166029628412
2017-07-12,1.92135039954913,1.93851197597278,1.94223398961815,1.98608296356206,1.72586033683311,1.94503495194366,1.94037298279546
2017-07-11,1.98449027450486,1.92674836057582,1.96890169834599,1.91391166480863,2.13918516172741,2.00664412858707,1.9478250294609
2017-07-10,2.15013735609051,2.06884226569785,1.99883057126989,1.955015613337,1.71377299441449,2.1687593500484,2.03383641848387
2017-07-09,2.20643073858116,2.18180284206336,2.24059974785826,2.12747014342956,0.578333594117164,2.22369177496759,2.21120129496081
2017-07-08,2.14421799281341,2.10810792724746,2.20948947205579,2.19000678067865,0.978274752913163,2.16228126893871,2.15879869965163
2017-07-07,2.24919754394462,2.50421091444187,2.21756239172605,2.12773022018183,1.33657783940335,2.26491592748379,2.36088665308396
2017-07-06,2.24861511663423,2.16024004313749,2.31948300256311,2.2340070384936,1.03399526038785,2.2640077189602,2.2398615228503
2017-07-05,2.24239859656611,2.16705237119452,2.26639371070715,2.22624020093733,1.38359195675912,2.25757930550415,2.21672304095083
2017-07-04,2.19263077720624,2.17732255885553,2.29199077307628,2.22582644246782,1.46913764102615,2.20841542378559,2.2346566659659
2017-07-03,2.11841289708132,2.1352883120416,2.19491883655336,2.1814006045128,1.42747621153692,2.13528335149909,2.16510357429748
2017-07-02,2.04452783256234,2.04255793754528,2.08954016104047,2.11331960377225,1.11533665163971,2.06243509437622,2.06604904929288
2017-07-01,2.11132867918343,2.04369524020573,2.11955517792427,2.02829814912284,1.06894733894036,2.12754938829037,2.081625209065
2017-06-30,2.16676625011594,2.0942190493032,2.19240835543639,2.08302066213343,1.22536066412841,2.18153812779051,2.1433137023698
2017-06-29,2.20042817140258,2.12820027424871,2.23184998278882,2.15215379155359,1.39996728876682,2.21426201615622,2.18002512851877
2017-06-28,2.18315741870855,2.14560445132526,2.1997798171475,2.19408525702098,1.8552202043277,2.19697767269159,2.17269213423638
2017-06-27,2.09450960481175,2.08640727345366,2.01342581933228,2.16767564499556,2.45067266692088,2.10978965442668,2.04991654639297
2017-06-26,2.22777848244797,2.15855132100531,2.06671201166801,2.08019528287019,2.78835914618112,2.24006790990862,2.11263166633666
2017-06-25,2.24760478354476,2.23553177684028,2.28309333264701,2.21136853937602,1.81089994879276,2.25921124269498,2.25931255474365
2017-06-24,2.40363587137305,2.32247224688341,2.32132894456089,2.23419618522252,1.46375381024839,2.4116980347304,2.32190059572215
2017-06-23,2.36657447639715,2.33077800267638,2.47291770141804,2.39519551654489,1.42203982709647,2.37501492483216,2.40184785204721
2017-06-22,2.34718796735107,2.28318360952248,2.39414520323306,2.34849991784283,1.68796330673802,2.35570130294763,2.33866440637777
2017-06-21,2.36905870717007,2.33863573014857,2.41634573232628,2.32921877316357,2.71692509356223,2.37678167422571,2.37749073123743
2017-06-20,2.22859863519118,2.32880208290267,2.32948800819105,2.36786381421598,3.15995247003594,2.23893264925413,2.32914504554686
2017-06-19,2.17840291005225,2.2132337519521,2.27929069213159,2.21159315111661,2.36707341460532,2.1894494754765,2.24626222204185
2017-06-18,2.30477775013683,2.21237215902752,2.23904915658013,2.16275783004365,1.84507929386055,2.31281683172423,2.22571065780383
2017-06-17,2.1367771867663,2.23889773319898,2.2004443562667,2.28994718357161,2.53771710379055,2.14805503386212,2.21967104473284
2017-06-16,2.08395459559475,2.07201292766031,2.07761537573486,2.12761200347625,1.87725381401832,2.09603880974916,2.07481415169759
2017-06-15,2.11962529678868,2.06602772881089,1.86571354067045,2.06379862580696,3.49487501592509,2.13060749667841,1.96587063474067
2017-06-14,2.37791397954244,2.3556608063383,2.11181452781361,2.11320138706668,2.85313640152598,2.38299013092996,2.23373766707596
2017-06-13,2.33515906045062,2.35819963348941,2.40401483978115,2.36222487736006,3.01788240189826,2.34082938837379,2.38110723663528
2017-06-12,2.6588341235002,2.59740080516464,2.24179345701682,2.29438031003067,4.55231310219928,2.65707752981955,2.41959713109073
2017-06-11,2.64598506385654,2.596642603391,2.63801875369889,2.64723353283043,2.96182516169598,2.64412846297926,2.61733067854495
2017-06-10,2.51016063781755,2.54424626567077,2.5223643343984,2.63493899545065,3.48052981244277,2.51092691131201,2.53330530003459
2017-06-09,2.48555605552118,2.48763386657291,2.58275125028556,2.48846849724343,2.17653719087609,2.48649752110318,2.53519255842923
2017-06-08,2.38220492360475,2.38836687375543,2.42932885771062,2.46696487849937,2.04460803320556,2.38503360010804,2.40884786573303
2017-06-07,2.55917962206406,2.45049346757061,2.46576775274666,2.38012288658409,2.50501704700588,2.55764288724432,2.45813061015864
2017-06-06,2.34696212818989,2.60044510016482,2.45380604860109,2.53503405756935,3.6181814800506,2.34983342443973,2.52712557438296
2017-06-05,2.13486349703214,2.24075877391608,2.2315300195092,2.32651161060591,2.21616654540798,2.14214458307967,2.23614439671264
2017-06-04,2.17692901236879,2.12482282998435,2.16054739655482,2.11963237584995,2.18854667601664,2.18289334519681,2.14268511326958
2017-06-03,2.11265994160719,2.12025064353123,2.12489610343783,2.1238172472273,2.49964489481983,2.11966642212075,2.12257337348453
2017-06-02,2.0060519712612,2.01299955627929,2.06305704651242,2.09213517013325,2.11440708298522,2.01518696501212,2.03802830139585
2017-06-01,1.86852780837758,1.96686412714435,1.95846597291858,1.99676975374603,2.76870018347129,1.88048828835675,1.96266505003147
2017-05-31,1.74831005700291,1.80912369451192,1.78278151985049,1.85317192148428,2.5578042815297,1.76274047234876,1.79595260718121
2017-05-30,1.82933877077799,1.798646724549,1.75693833188166,1.72202230831956,2.3614871549046,1.84152046639135,1.77779252821533
2017-05-29,1.71531376692816,1.8044940685305,1.73552540470749,1.81676117616723,1.48686768967208,1.72987467640124,1.770009736619
2017-05-28,1.59009189519273,1.75887559515031,1.67019136426629,1.69876908233299,1.78372775875027,1.60729490723257,1.7145334797083
2017-05-27,1.75910279165273,1.75067323050829,1.42621936356057,1.56053828850434,2.86076641477574,1.77199284668286,1.58844629703443
2017-05-26,1.9072295088399,2.11092246413443,1.69223191171971,1.75388171047198,2.98339162771824,1.91627738048959,1.90157718792707
2017-05-25,2.05622392385685,2.32910076844986,1.95473717008307,1.87512476370952,4.23537558754169,2.06136369213354,2.14191896926646
2017-05-24,1.90780004987866,2.05340252048935,1.99912592198953,2.03904404765959,2.9092325703673,1.91617804518232,2.02626422123944
2017-05-23,1.75350435770993,1.82031291462582,1.82330609984161,1.89337742305028,2.23454086302984,1.76528771344227,1.82180950723372
2017-05-22,1.57714774537594,1.80087537824725,1.62563032444004,1.71957522251416,3.33129687472369,1.59294095533235,1.71325285134365
2017-05-21,1.60548461696752,1.58855590581897,1.64978755205091,1.56329273774423,1.78512918975532,1.62031492786376,1.61917172893494
2017-05-20,1.50707817405365,1.54909494987313,1.5727748519038,1.61475246968096,1.42207291643965,1.52403063360474,1.56093490088846
2017-05-19,1.40382213231035,1.45695045856552,1.46857757926948,1.50005862193225,1.80348404305767,1.42303500762958,1.4627640189175
2017-05-18,1.31031283331248,1.34202545033197,1.36627547375288,1.38295315338982,1.291632779212,1.33161104804759,1.35415046204242
2017-05-17,1.20099479303239,1.29557984774418,1.18757598208843,1.32436495410694,1.62332230162976,1.22477592508089,1.2415779149163
2017-05-16,1.21878854167861,1.2058478166254,1.21788634969187,1.20066299339343,1.41761364083883,1.24191126558462,1.21186708315863
2017-05-15,1.29811751860905,1.23670433123109,1.24496016565921,1.20536801827531,0.974769228968569,1.31898836864547,1.24083224844515
2017-05-14,1.28910772470536,1.25809481157204,1.32874131979815,1.28868715236445,0.401870073397047,1.30994176030499,1.2934180656851
2017-05-13,1.19670384897007,1.23692260143865,1.1742482808645,1.28395848414146,0.679117894132241,1.21963177524023,1.20558544115157
2017-05-12,1.34247708437238,1.28650440227192,1.22707914084078,1.18859306775424,0.993172743069702,1.36145421250253,1.25679177155635
2017-05-11,1.26475275411344,1.30692989853734,1.30256586226973,1.33557189779543,1.10705069082231,1.28549817933798,1.30474788040354
2017-05-10,1.23640399625022,1.20871979304067,1.25795559732354,1.26293955389025,1.33329031583732,1.2576488164075,1.2333376951821
2017-05-09,1.19761909188641,1.26047280804389,1.25450983892769,1.22538210652913,1.82417461470178,1.21962467986114,1.25749132348579
2017-05-08,1.04669910086366,1.13394501509263,1.1075974684649,1.18754093907463,2.15973948313491,1.07234589607819,1.12077124177876
2017-05-07,1.02595755685053,0.988473665706242,1.06186733204006,1.03783130313466,1.65310271048723,1.05191120429735,1.02517049887315
2017-05-06,0.99902326531256,0.967887338761567,1.04062669278568,1.0166586911662,0.684752814631742,1.02545253566862,1.00425701577362
2017-05-05,0.980076548317186,1.01295439267003,1.02562533748377,0.989055090414481,1.39229250758218,1.00682716555588,1.0192898650769
2017-05-04,0.920466896038765,1.00247742270711,0.97690477502254,0.968036160163276,1.3679874118042,0.948559912464122,0.989691098864825
2017-05-03,0.87655900859779,0.869056886359204,0.923704726646711,0.91178865165077,0.687216997482301,0.90564705972436,0.896380806502957
2017-05-02,0.837631468974294,0.847379208376726,0.884570756293914,0.86772928548303,0.480003744792888,0.867551969387094,0.86597498233532
2017-05-01,0.751182615331032,0.801910077770129,0.801638735473948,0.830822030002567,0.939918364877529,0.783230484274769,0.801774406622038
2017-04-30,0.719767199384498,0.702643084952644,0.760560372883497,0.743684496323358,0.354998045573738,0.752479111296242,0.731601728918071
2017-04-29,0.714977031913271,0.678851632328526,0.760917255003066,0.712829936168327,0.373666274420271,0.747611681240112,0.719884443665796
2017-04-28,0.714858169196864,0.68353869783825,0.732809711516969,0.706552629102303,0.577619253590975,0.74734205683467,0.70817420467761
2017-04-27,0.672233999093091,0.670235703082708,0.719186659573402,0.708030337921989,0.425229203246618,0.70570637233121,0.694711181328055
2017-04-26,0.65334671345592,0.641665281703575,0.700271907236217,0.664703915328812,0.192502120537358,0.687166146767553,0.670968594469896
2017-04-25,0.634875447326176,0.610360738777103,0.680631084379908,0.646273930929696,0.023016558363255,0.669030357812058,0.645495911578505
2017-04-24,0.586355686488586,0.591244863757048,0.630987550919788,0.628139488294517,0.009878142690843,0.621711274657052,0.611116207338418
2017-04-23,0.612850185975845,0.569716528548164,0.623985277608234,0.577377234920684,0.054928310207578,0.647311402415826,0.596850903078199
2017-04-22,0.601902929794703,0.57357646485029,0.62956002244151,0.606340327786518,0.036182224082986,0.636505140060889,0.6015682436459
2017-04-21,0.609878618065654,0.574013005265412,0.638285174950986,0.594920594027989,0.080652354878183,0.644083004929617,0.606149090108199
2017-04-20,0.588079195876496,0.579584639511041,0.629486184761599,0.603231228429899,0.164234089306183,0.622740104625184,0.60453541213632
2017-04-19,0.589327254398777,0.550543213999804,0.625388193526542,0.581018309452388,0.11158894431482,0.623797316109679,0.587965703763173
2017-04-18,0.567504059666337,0.552909722565988,0.61146979086333,0.582649699989321,0.07745436718192,0.602440225047066,0.582189756714659
2017-04-17,0.554999701900256,0.526866640432296,0.585478927534681,0.561654413079231,0.043746058646392,0.59014393308311,0.556172783983488
2017-04-16,0.542352708874485,0.518043928884578,0.58542970241474,0.548686040477672,-0.092455517157603,0.577698638158251,0.551736815649659
2017-04-15,0.53604109863324,0.518939985526143,0.576015398226096,0.536367859756774,-0.052888448448155,0.571412132284007,0.547477691876119
2017-04-14,0.539642638940391,0.522156599111249,0.56965305147377,0.530480667819147,0.046901224839722,0.574768246593846,0.545904825292509
2017-04-13,0.57612160660589,0.539491848753835,0.565530447678743,0.532537638496149,0.235981517469257,0.610067757569428,0.552511148216289
2017-04-12,0.580626503557739,0.540927836961471,0.615149368578892,0.569291212259365,0.112836607195711,0.614289508128316,0.578038602770181
2017-04-11,0.560003822261017,0.541996212187952,0.603704528192697,0.574776467398037,-0.028318637924771,0.594081868478375,0.572850370190324
2017-04-10,0.559813641914764,0.521628155450838,0.593342640445196,0.553639320441257,-0.02890062107826,0.593741290282028,0.557485397948017
2017-04-09,0.547059672444227,0.529520346640008,0.584506731415853,0.554514124062511,0.022601968357592,0.581196660049902,0.55701353902793
2017-04-08,0.542400253961048,0.515470638016494,0.573086503589629,0.540422692757991,-0.041690625431358,0.576527900608307,0.544278570803062
2017-04-07,0.549876718823087,0.517308702922268,0.574083312268426,0.541545751460952,0.167959560061294,0.583616184319786,0.545696007595347
2017-04-06,0.486724957595719,0.519365038035603,0.52783631208421,0.548378677043177,0.54595664503644,0.522177296774547,0.523600675059906
2017-04-05,0.496626221872474,0.458157476673312,0.51284726306229,0.479931204515349,0.358246640500739,0.531621246344095,0.485502369867801
2017-04-04,0.510152798999661,0.482684155259741,0.521326289972062,0.489944159477537,0.400145534688046,0.544627076217108,0.502005222615902
2017-04-03,0.459552940624937,0.477284839599028,0.499704156038143,0.50242784358624,0.680692557580979,0.495356763812196,0.488494497818586
2017-04-02,0.432999009779475,0.426565736105313,0.465861886078964,0.453202407384879,0.551727815772543,0.469444439373437,0.446213811092139
2017-04-01,0.422420228019197,0.408334429821162,0.448190068020279,0.427584847286813,0.11465068177448,0.459056804384843,0.428262248920721
2017-03-31,0.368848801734282,0.38903474831053,0.405794933471417,0.417288172231245,0.421511518219313,0.406976721860065,0.397414840890973
2017-03-30,0.387355726678949,0.359591246101154,0.397672788681214,0.363665074582501,0.237927949420725,0.424771932619213,0.378632017391184
2017-03-29,0.391955713803923,0.366300183007231,0.392553376207389,0.379671616517333,0.131825997314236,0.429107209243551,0.37942677960731
2017-03-28,0.390172773057809,0.37723666919659,0.407136317989799,0.388159575977606,0.186080841529464,0.427234029163641,0.392186493593194
2017-03-27,0.303961644847363,0.356271241365099,0.338528807072554,0.386528185440674,0.276011836983154,0.343544032790377,0.347400024218827
2017-03-26,0.306291354088952,0.312111732003867,0.316635934978961,0.293089701354326,0.141966907781386,0.345658455759366,0.314373833491414
2017-03-25,0.261753494251017,0.275120675775155,0.254513833613893,0.300241812041603,0.399158693688651,0.302376643306894,0.264817254694524
2017-03-24,0.382886488542022,0.349458913308072,0.292232581768396,0.258558601655917,0.506669862528003,0.419606496641279,0.320845747538234
2017-03-23,0.396674563645306,0.369608699837625,0.408613071588018,0.378040225980401,0.034664007160841,0.4328322832661,0.389110885712821
2017-03-22,0.480591641429086,0.441568940898698,0.390498227449868,0.390512088418546,0.29217890077205,0.51398213392494,0.416033584174283
2017-03-21,0.402986173886551,0.443613788106372,0.441138569588785,0.474918816198976,0.207606432480752,0.438664684878548,0.442376178847579
2017-03-20,0.38144824967349,0.375375628479493,0.418150438576514,0.396529318732304,0.108608956997122,0.417676553528644,0.396763033528004
2017-03-19,0.309524419975239,0.383279307574323,0.344374290065503,0.375853216927266,0.342410470143593,0.347872214035624,0.363826798819913
2017-03-18,0.455678016070049,0.4340098989737,0.320893907853825,0.301471265779582,0.760219874254071,0.489261833173397,0.377451903413763
2017-03-17,0.55132684396326,0.509933467487848,0.49554463340316,0.450909003296728,0.926244680418464,0.581721718102604,0.502739050445504
2017-03-16,0.635921439230563,0.599332349342456,0.560607935684681,0.554443194039166,0.793826968328123,0.663453389846871,0.579970142513569
2017-03-15,0.622644473807832,0.592014553436341,0.668054066235078,0.627501118084412,0.130554977249927,0.650447559973857,0.63003430983571
2017-03-14,0.613135456495223,0.584202777586799,0.644635215423326,0.616140492678671,0.028369246229792,0.641067468816125,0.614418996505062
2017-03-13,0.600797506532112,0.575655775774948,0.640094198108804,0.606588582868225,0.291081113151422,0.628969847466704,0.607874986941876
2017-03-12,0.54711910380243,0.563719841793075,0.588813929410658,0.594128542100637,-0.006919565050328,0.576861383425564,0.576266885601866
2017-03-11,0.475444885808636,0.525637434526559,0.516157652378297,0.540280832711301,0.102360910432909,0.507355049854348,0.520897543452428
2017-03-10,0.562262213872761,0.613680743513158,0.468077016476292,0.470402938046018,0.648288358452935,0.591194049188514,0.540878879994725
2017-03-09,0.515893868202149,0.529807544281535,0.54681259582132,0.555247067637075,-0.035907776103546,0.546180964237943,0.538310070051428
2017-03-08,0.602521015920022,0.56967057692552,0.555242397611152,0.509745457661322,0.198286916297121,0.629828388336663,0.562456487268336
2017-03-07,0.661928601580551,0.619516599588992,0.625043617686958,0.596682022941054,0.117807794399761,0.687109383734828,0.622280108637975
2017-03-06,0.655105881658753,0.620033555343741,0.698635171998191,0.654951037118889,-0.150019295690327,0.680354582840606,0.659334363670966
2017-03-05,0.639439775636229,0.610027589512931,0.665974304917587,0.648200863230566,-0.188033111702503,0.665035659384068,0.638000947215259
2017-03-04,0.666944608212952,0.623939443268512,0.656683063528794,0.634050323573258,-0.092379606311496,0.691487232633709,0.640311253398653
2017-03-03,0.635184490388836,0.624984842683671,0.681541749098809,0.657504517959305,0.16546228786756,0.660615238210643,0.65326329589124
2017-03-02,0.604244525307933,0.604099830191809,0.638359012630896,0.62915615196246,0.267720036869899,0.63053792624572,0.621229421411353
2017-03-01,0.551184208703571,0.558573260056906,0.594142548644231,0.595452569203075,-0.003258326549616,0.579096427839093,0.576357904350568
2017-02-28,0.551992475175143,0.524971135998216,0.584457506295913,0.545175004322099,-0.08909792204132,0.579720821199063,0.554714321147064
2017-02-27,0.531857131015692,0.512024266318167,0.574071005988441,0.545175004322099,-0.193010138202408,0.560116288771821,0.543047636153304
2017-02-26,0.508667015044566,0.495355315203924,0.533238768997693,0.527714396908696,-0.222370117758355,0.537524601747448,0.514297042100809
2017-02-25,0.539737729113517,0.503833389581809,0.526334945926021,0.502463308597912,-0.176677627697637,0.567367766202382,0.515084167753915
