"btc_market_price","btc_total_bitcoins","btc_market_cap","btc_trade_volume","btc_blocks_size","btc_avg_block_size","btc_n_orphaned_blocks","btc_n_transactions_per_block","btc_median_confirmation_time","btc_hash_rate","btc_difficulty","btc_miners_revenue","btc_transaction_fees","btc_cost_per_transaction_percent","btc_cost_per_transaction","btc_n_unique_addresses","btc_n_transactions","btc_n_transactions_total","btc_n_transactions_excluding_popular","btc_n_transactions_excluding_chains_longer_than_100","btc_output_volume","btc_estimated_transaction_volume"
-0.55528698171095,-2.10258871491604,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928226612419711,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594539121,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0367779807718215,-0.85683172940813,-0.905773344063965,-0.930842313045895,-0.793792251748212,-0.852401244607641,-0.853440466967467,-0.634345534343351,-0.677399961889688
-0.55528698171095,-2.10198239611798,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928665258400224,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.47024259453945,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905834154111091,-0.930957741457816,-0.793791481261673,-0.852516204765358,-0.853613240578197,-0.638815785880825,-0.71326405492746
-0.55528698171095,-2.1012768615166,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928625751594289,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594539154,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0196034319280966,-0.85683172940813,-0.905778872250067,-0.930852806537888,-0.793790570686672,-0.85241169553107,-0.853456173659352,-0.638465177917101,-0.711969989714757
-0.55528698171095,-2.1001854876801,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928666383872466,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538011,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905590913922589,-0.930496027810135,-0.793789183810901,-0.852056364134489,-0.85292214613528,-0.637851613980585,-0.71326405492746
-0.55528698171095,-2.09896182610583,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928666180620066,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594537616,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905524575689361,-0.930370105906222,-0.793787628828977,-0.851930953053343,-0.852733665832667,-0.637588658007793,-0.71326405492746
-0.55528698171095,-2.09804683591967,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928241076709867,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.47024259453853,-0.476080488588185,-0.700131765809183,-0.561539775743225,-0.0358128690537835,-0.85683172940813,-0.905668308528021,-0.930653430190026,-0.793786452085898,-0.852213127985922,-0.853157746513547,-0.635989061764499,-0.694777409031701
-0.55528698171095,-2.09709877379906,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928425456972321,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538431,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0367787898852495,-0.85683172940813,-0.905651723969714,-0.930611456222055,-0.793785219307436,-0.852171324292206,-0.853094919746009,-0.632504947716192,-0.665753374975361
-0.55528698171095,-2.09613968770031,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928666365670758,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538405,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905657252155816,-0.930621949714048,-0.793784000537819,-0.852181775215635,-0.853110626437894,-0.638114569953378,-0.71326405492746
-0.55528698171095,-2.09531288933932,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928666217023481,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538793,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905723590389044,-0.930747871617961,-0.793782949874356,-0.852307186296781,-0.853299106740507,-0.63837752592617,-0.71326405492746
-0.55528698171095,-2.09450813893463,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928628481850401,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538859,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0368503080487957,-0.85683172940813,-0.905729118575147,-0.930758365109953,-0.79378191321974,-0.85231763722021,-0.853314813432392,-0.633052667477121,-0.667971772482852
-0.55528698171095,-2.0937915803551,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928665367610469,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594539121,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905778872250067,-0.930852806537888,-0.793781002644739,-0.85241169553107,-0.853456173659352,-0.638596655903498,-0.71326405492746
-0.55528698171095,-2.09306399779743,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928576971018428,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594539089,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0369363250911059,-0.85683172940813,-0.905767815877863,-0.930831819553903,-0.793780064052046,-0.852390793684212,-0.853424760275583,-0.632877363495259,-0.665198775598488
-0.55528698171095,-2.09235846319605,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928665849955715,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594539154,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.90578440043617,-0.930863300029881,-0.793779167485891,-0.852422146454499,-0.853471880351236,-0.63861856890123,-0.71326405492746
-0.55528698171095,-2.09180726428872,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928593592210912,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594539608,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0276816872409175,-0.85683172940813,-0.9058562668555,-0.930999715425787,-0.793778453034736,-0.852558008459073,-0.853676067345734,-0.638706220892161,-0.711415390337884
-0.55528698171095,-2.09113480162179,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928488113316466,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594539253,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0335943590946452,-0.85683172940813,-0.905795456808374,-0.930884287013866,-0.793777584486274,-0.852443048301356,-0.853503293735005,-0.638005004964714,-0.707533194699775
-0.55528698171095,-2.09063872260519,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928666917789217,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594539772,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905889435972114,-0.931062676377743,-0.793776954088196,-0.852620713999647,-0.853770307497041,-0.639034915858152,-0.71326405492746
-0.55528698171095,-2.0903080032608,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928666784310029,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594540265,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905972358763648,-0.931220078757634,-0.793776533822811,-0.852777477851079,-0.854005907875308,-0.639363610824143,-0.71326405492746
-0.55528698171095,-2.08994421198196,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928666966327103,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594540167,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905955774205341,-0.931188598281656,-0.793776071530888,-0.852746125080793,-0.853958787799655,-0.639297871830944,-0.71326405492746
-0.55528698171095,-2.08931584522761,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928665825686772,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594539384,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905823097738886,-0.93093675447383,-0.793775273026656,-0.852495302918501,-0.853581827194428,-0.638771959885359,-0.71326405492746
-0.55528698171095,-2.08863235858252,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928666717570435,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.47024259453922,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905795456808374,-0.930884287013866,-0.793774404478194,-0.852443048301356,-0.853503293735005,-0.638662394896696,-0.71326405492746
-0.55528698171095,-2.08792682398114,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928431408930645,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594539154,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.037028740829474,-0.85683172940813,-0.905778872250067,-0.930852806537888,-0.793773493903193,-0.85241169553107,-0.853456173659352,-0.631825539604089,-0.655955452650609
-0.55528698171095,-2.08738664905196,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928666062308968,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594539641,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905867323227704,-0.931020702409772,-0.793772807469731,-0.852578910305931,-0.853707480729503,-0.638947263867221,-0.71326405492746
-0.55528698171095,-2.08654882671282,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928665877258276,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.47024259453876,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905718062202942,-0.930737378125968,-0.793771742797422,-0.852296735373352,-0.853283400048623,-0.638355612928438,-0.71326405492746
-0.55528698171095,-2.08577714824257,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928666062308968,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538957,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905751231319556,-0.930800339077924,-0.79377076217819,-0.852359440913926,-0.85337764019993,-0.638487090914834,-0.71326405492746
-0.55528698171095,-2.08506058966304,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928665786249739,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594539121,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905778872250067,-0.930852806537888,-0.793769851603189,-0.85241169553107,-0.853456173659352,-0.638596655903498,-0.71326405492746
-0.55528698171095,-2.08427788721464,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928666511284418,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538924,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905745703133453,-0.930789845585932,-0.793768856975111,-0.852348989990497,-0.853361933508045,-0.638465177917101,-0.71326405492746
-0.55528698171095,-2.08351723272253,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928339945350905,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.47024259453899,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0370575703464154,-0.85683172940813,-0.905745703133453,-0.930716391141982,-0.79376776428511,-0.852275833526495,-0.853251986664854,-0.599065607993683,-0.646712129702729
-0.55528698171095,-2.08274555425227,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928666711503199,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538957,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905751231319556,-0.930800339077924,-0.793766783665878,-0.852359440913926,-0.85337764019993,-0.638487090914834,-0.71326405492746
-0.55528698171095,-2.08197387578201,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928586708931892,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538957,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0243068193048563,-0.85683172940813,-0.905734646761249,-0.930768858601946,-0.793765761020108,-0.852328088143639,-0.853330520124276,-0.638224134942042,-0.711341443754301
-0.55528698171095,-2.08105888559585,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928665856022951,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.47024259453853,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905679364900226,-0.930663923682019,-0.793764598285876,-0.852223578909351,-0.853173453205432,-0.638202221944309,-0.71326405492746
-0.55528698171095,-2.08000058369378,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928666025905553,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538109,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905607498480896,-0.930527508286113,-0.793763253436644,-0.852087716904776,-0.852969266210933,-0.637917352973783,-0.71326405492746
-0.55528698171095,-2.07889818587913,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928665701308438,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594537978,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905585385736486,-0.930485534318142,-0.793761852552027,-0.85204591321106,-0.852906439443396,-0.637829700982853,-0.71326405492746
-0.55528698171095,-2.07789500386779,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928665728610999,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538273,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905635139411407,-0.930579975746077,-0.793760577747026,-0.85213997152192,-0.853047799670356,-0.638026917962447,-0.71326405492746
-0.55528698171095,-2.07702410959421,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928666144216652,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538661,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905701477644635,-0.93070589764999,-0.793759471048179,-0.852265382603066,-0.853236279972969,-0.63828987393524,-0.71326405492746
-0.55528698171095,-2.07621935918952,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928666757007468,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538859,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905734646761249,-0.930768858601946,-0.793758448402408,-0.852328088143639,-0.853330520124276,-0.638421351921636,-0.71326405492746
-0.55528698171095,-2.0753153929815,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928252337499518,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538563,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0372510422006289,-0.85683172940813,-0.905673836714123,-0.930653430190026,-0.79375727165933,-0.852213127985922,-0.853157746513547,-0.618787305953125,-0.549287505832082
-0.55528698171095,-2.07446654666422,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928665628501608,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538727,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.90571253401684,-0.930726884633975,-0.793756192978175,-0.852286284449924,-0.853267693356738,-0.638333699930705,-0.71326405492746
-0.55528698171095,-2.07336414884956,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928665701308438,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594537978,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905585385736486,-0.930485534318142,-0.793754792093558,-0.85204591321106,-0.852906439443396,-0.637829700982853,-0.71326405492746
-0.55528698171095,-2.07230584694749,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928665140089126,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538109,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905607498480896,-0.930527508286113,-0.793753447244326,-0.852087716904776,-0.852969266210933,-0.637917352973783,-0.71326405492746
-0.55528698171095,-2.07118140117655,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928665950065106,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594537912,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905574329364282,-0.930464547334157,-0.793752018342017,-0.852025011364203,-0.852875026059627,-0.637785874987387,-0.71326405492746
-0.55528698171095,-2.07024436303409,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928665831754008,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538464,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905668308528021,-0.930642936698033,-0.793750827590093,-0.852202677062493,-0.853142039821663,-0.638158395948843,-0.71326405492746
-0.55528698171095,-2.06938449273866,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928666198821774,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538694,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905707005830737,-0.930716391141982,-0.793749734900092,-0.852275833526495,-0.853251986664854,-0.638311786932972,-0.71326405492746
-0.55528698171095,-2.06855769437767,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928666256460514,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538793,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905723590389044,-0.930747871617961,-0.793748684236629,-0.852307186296781,-0.853299106740507,-0.63837752592617,-0.71326405492746
-0.55528698171095,-2.06769782408224,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928666238258807,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538694,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905707005830737,-0.930716391141982,-0.793747591546628,-0.852275833526495,-0.853251986664854,-0.638311786932972,-0.71326405492746
-0.55528698171095,-2.06705843334974,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928665859056569,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594539351,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905817569552784,-0.930926260981837,-0.79374677903355,-0.852484851995072,-0.853566120502543,-0.638750046887627,-0.71326405492746
-0.55528698171095,-2.0662426589669,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928665540526689,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538826,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905729118575147,-0.930758365109953,-0.793745742378934,-0.85231763722021,-0.853314813432392,-0.638399438923903,-0.71326405492746
-0.55528698171095,-2.06551507640922,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928665313005347,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594539089,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905773344063965,-0.930842313045895,-0.793744817795087,-0.852401244607641,-0.853440466967467,-0.638574742905765,-0.71326405492746
-0.55528698171095,-2.06443472655086,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928060267015682,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538043,-0.476080488588185,-0.700131765809183,-0.560242485902845,-0.0364758622193303,-0.85683172940813,-0.905585385736486,-0.930496027810135,-0.793743430919316,-0.852056364134489,-0.85292214613528,-0.633469014434043,-0.676290763135943
-0.55528698171095,-2.06349768840841,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928665440417298,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538464,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905668308528021,-0.930642936698033,-0.793742240167392,-0.852202677062493,-0.853142039821663,-0.638158395948843,-0.71326405492746
-0.55528698171095,-2.06295751347923,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928665998602992,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594539641,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905867323227704,-0.931020702409772,-0.79374155373393,-0.852578910305931,-0.853707480729503,-0.638947263867221,-0.71326405492746
-0.55528698171095,-2.06238426661561,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928667151377795,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594539549,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905850738669397,-0.930989221933794,-0.793740825273929,-0.852547557535645,-0.85366036065385,-0.638881524874023,-0.71326405492746
-0.55528698171095,-2.06122674891022,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928589469524183,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594537813,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0271494803769378,-0.85683172940813,-0.905535632061566,-0.9304015863822,-0.793739312318543,-0.85196230582363,-0.85278078590832,-0.637264345641349,-0.709581515065025
-0.55528698171095,-2.06019049496444,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928665956132342,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538175,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.9056185548531,-0.930548495270099,-0.793737995487003,-0.852108618751633,-0.853000679594702,-0.637961178969249,-0.71326405492746
-0.55528698171095,-2.05887864156501,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928576045764968,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594537353,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0296966083929362,-0.85683172940813,-0.90547482201444,-0.930265170986294,-0.793736300416616,-0.851826443819055,-0.852576598913822,-0.63675596409395,-0.707718061158732
-0.55528698171095,-2.05784238761923,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928542867085975,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594538175,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0330754875794303,-0.85683172940813,-0.905563272992077,-0.930443560350171,-0.793734843496615,-0.852004109517345,-0.852843612675858,-0.636959754972864,-0.705484874334525
-0.55528698171095,-2.05670691787014,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928643467922836,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594537879,-0.476080488588185,-0.700131765809183,-0.56309652355168,0.440764267302921,-0.85683172940813,-0.905541160247668,-0.930422573366186,-0.793733358558921,-0.851983207670487,-0.852812199292089,-0.637733283792829,-0.713186411014698
-0.55528698171095,-2.05532892060182,-0.514983522920477,-0.41378471697346,-0.772824793828292,-0.928666629595516,-0.431028953724063,-0.915692189343252,-1.38111314366365,-0.470242594537163,-0.476080488588185,-0.700131765809183,-0.56309652355168,-0.0374313057215722,-0.85683172940813,-0.905447181083929,-0.930223197018323,-0.79373160745315,-0.851784640125339,-0.852513772146284,-0.637281876039535,-0.71326405492746
