"Date","Open","High","Low","Close","Volume","Market.Cap"
2017-10-03,-0.354161618764207,-0.635304137871779,-0.233834136651778,-0.467268919729787,-0.481262125656775,-0.273649205221652
2017-10-02,-0.399963962280736,-0.575154447209613,-0.105779126141406,-0.334930217545421,-0.319856657843655,-0.318783651051078
2017-10-01,-0.26449115231884,-0.534833596137291,-0.0794522885768515,-0.381921737897777,-0.41976064998703,-0.190625827339168
2017-09-30,-0.239268915855346,-0.477270275856409,0.058783492955463,-0.24592641078533,-0.444555989809232,-0.167738422573398
2017-09-29,-0.154008472349914,-0.46201732232576,0.0147198433761179,-0.213716991206067,-0.447880100940224,-0.0857539564314069
2017-09-28,-0.0839896870754906,-0.347421219278106,0.0664986084955291,-0.127825205661363,-0.173828817175643,-0.0185650264557439
2017-09-27,-0.198882389984352,-0.381906157695224,0.113505137198405,-0.0539147017959034,-0.359068523114396,-0.12984949052034
2017-09-26,-0.171803301756674,-0.39351166581637,0.132753157411765,-0.174349922831411,-0.417930582282848,-0.104534972981522
2017-09-25,-0.370718546994844,-0.447361223498485,-0.0436605154528345,-0.143463112268687,-0.170484833641151,-0.296527653851729
2017-09-24,-0.299926073485344,-0.560697299950129,-0.0468420063971914,-0.336175026031576,-0.509661596841112,-0.229056605601708
2017-09-23,-0.404296616397165,-0.561227837464239,-0.140695989255725,-0.278058029834209,-0.374890569465059,-0.330251982807122
2017-09-22,-0.384103353461668,-0.544781174526844,-0.177919433304703,-0.382388541080085,-0.279542777469706,-0.311802343277681
2017-09-21,0.0639395034711377,-0.249271779167847,-0.0905875068821011,-0.373285879025075,-0.144363462530825,0.118598191696386
2017-09-20,0.457824183948588,0.0671938479984759,0.365479219991484,0.0918834921450146,0.492516357763572,0.49626499970475
2017-09-19,0.101153907578318,0.217667550437785,0.198132796318303,0.495123641128887,0.73289475708764,0.152949450150352
2017-09-18,-0.351840554058978,-0.251327612035021,-0.0242534206922564,0.11732426558081,0.111844209472452,-0.282932239868383
2017-09-17,-0.221783561742617,-0.521835427041608,-0.326733672227004,-0.345277688086585,-0.315813527022374,-0.15849569053729
2017-09-16,-0.333272036417141,-0.441724262411071,-0.293805240952909,-0.186875808223347,-0.150050583096238,-0.265937972389202
2017-09-15,-0.75880056570922,-0.458900414430367,-0.981882194943733,-0.312912667446552,0.561106861736583,-0.674691527391104
2017-09-14,0.283589593409359,-0.0472033034813871,-0.462106111909397,-0.756220089578543,-0.251493783219832,0.325193851815502
2017-09-13,0.324208225750875,0.0106916027458132,0.366513204548401,0.306301753885233,-0.101704638543818,0.36365597655297
2017-09-12,0.552910468039491,0.276092994179095,0.635269652072963,0.359206114546826,-0.221876675675556,0.582490196097804
2017-09-11,0.538674604514083,0.25639678896778,0.720056385740079,0.572379567800889,-0.220274237320562,0.568317111362202
2017-09-10,0.610550241552691,0.193395459167275,0.468877675683089,0.566622328552422,-0.193544048030266,0.636768856470706
2017-09-09,0.906485991469455,0.454884136434,0.906809904173839,0.647534880152504,-0.292779604783169,0.920105165283032
2017-09-08,1.44528247837673,1.12548355426842,1.05276080124622,0.924738169913172,0.74633934134679,1.43613531362651
2017-09-07,1.30973229959133,1.26262750166573,1.41863225984728,1.4674746698768,1.23884434362799,1.30537573249552
2017-09-06,0.570318453328712,0.829642572963105,0.913252423336163,1.35326349127207,0.535830971066095,0.596139346895313
2017-09-05,0.366219496915529,0.221248678658025,0.267568836178895,0.60272177465092,-0.104172429742152,0.400179097912708
