"Date","Open","High","Low","Close","Volume","Market Cap"
2017-10-03,2.32511780295612,2.22948506042505,2.37586982541981,2.26595346995195,0.296161040000318,2.36672923969614
2017-10-02,2.3737194772526,2.25568722024049,2.44174140582735,2.31460061626213,0.337652739510953,2.4153883013839
2017-10-01,2.36467956583346,2.25820486548966,2.44664347692745,2.36169725591701,0.259967047773933,2.40572895998929
2017-09-30,2.26679579380035,2.26538481675581,2.40630351683291,2.35316946931283,0.321292447703686,2.30634023824407
2017-09-29,2.34105915212537,2.2277133841386,2.29049208709314,2.25635971002226,0.809335555790947,2.38095425049592
2017-09-28,2.41250361334119,2.29559655974585,2.45083066265878,2.33078402947687,0.717113870919057,2.45267977802206
2017-09-27,2.22344310032789,2.30314949549336,2.3624912563758,2.40171970895706,0.830052207424107,2.26122189976847
2017-09-26,2.27525248512794,2.17018052788904,2.36453378600084,2.21730632364177,0.352504072365123,2.31304897696187
2017-09-25,2.17678549300328,2.16794262100089,2.31204077463731,2.26469368329452,0.673356397129004,2.21319437058346
2017-09-24,2.21556962909186,2.16272083826187,2.27374334416781,2.16924061732733,0.879495139560661,2.2519559720641
2017-09-23,2.00551319278249,2.0994999686716,2.10002619955815,2.20499917706529,0.59807896650753,2.03942975539889
2017-09-22,1.94242821954566,1.95375628258076,2.04998422374467,1.99316120528431,0.549369491199572,1.97537579483247
2017-09-21,2.18689464125694,2.10360279796655,2.03772904599443,1.93763368569121,0.949231934521535,2.22152852902147
2017-09-20,2.17474422268282,2.14351213747191,2.27292633231779,2.18145085723785,0.52910132272275,2.20873223109678
2017-09-19,2.28798612379362,2.18901624419765,2.23646717851083,2.17234163063794,1.05584712569217,2.32229419868254
2017-09-18,1.885272650573,2.16784937488055,2.00923575772512,2.27603176321143,2.17901946619733,1.91561832588315
2017-09-17,1.8232569141707,1.8275010356409,1.83572286607797,1.8714464328429,0.543228542147415,1.85259966450157
2017-09-16,1.87205299516436,1.87962561691075,1.86615655749106,1.82076424654763,1.20727559475006,1.90126907918118
2017-09-15,1.52552305743048,1.84288664549694,1.42507228496366,1.85894547293451,4.06626928996682,1.55157607351572
2017-09-14,2.12206000774544,2.04979978653058,1.61788708156744,1.50475160886338,2.31178916727172,2.15217383662863
2017-09-13,2.263296473251,2.14565679823972,2.0948177490143,2.11720173770867,1.6976989337556,2.29396841298515
2017-09-12,2.29741484860713,2.33280176176136,2.36667844210713,2.2562628033563,1.30399612628397,2.32772951940299
2017-09-11,2.24997961449377,2.23489333540475,2.36116361211952,2.28601314980495,0.879252211184311,2.27933963550328
2017-09-10,2.29187425773733,2.17959838604335,2.18019548734097,2.23000109688208,1.17594951344977,2.32104148666888
2017-09-09,2.31238416429045,2.22743364577758,2.36657631562588,2.28475336314752,0.779544127791249,2.34105381991196
2017-09-08,2.63772377203107,2.50484085378798,2.34553826048797,2.30510376299839,2.1113498982852,2.66786671359232
2017-09-07,2.67543867128513,2.54102034847976,2.70073416228243,2.62421741399326,1.22336259213394,2.70516854322233
2017-09-06,2.48375366785983,2.55165040619848,2.63486258187489,2.67179858697792,2.01803269986996,2.51173324352568
2017-09-05,2.32599263309346,2.40161739857201,2.17325088661584,2.46490285516072,3.16778467493751,2.35239034598602
2017-09-04,2.80773242872014,2.66792831826199,2.29222823727442,2.29221517642617,3.75324206194114,2.83628918498308
2017-09-03,2.83786546678396,2.84845280723952,2.82624760774114,2.7991339460448,1.84853409697126,2.86587803568598
2017-09-02,3.20325285414488,3.06161343833592,2.78406937098407,2.81366994593828,3.01023160777586,3.23251888900738
2017-09-01,3.16096939750694,3.06804742063935,3.34954369767641,3.18928018318581,1.58681614505044,3.18921232410527
2017-08-31,3.11207611316468,3.0316814337069,3.27682964302498,3.14373405018624,1.19446813044692,3.13937302134678
2017-08-30,3.0248847094768,3.05601867111554,3.1299717629846,3.09964151717602,2.65920010395003,3.05105164788756
2017-08-29,2.81580030665336,2.91624273672643,2.98515641256926,3.02386050439801,2.39457168321255,2.84034755778768
2017-08-28,2.83601860316069,2.71380540946909,2.88936177315488,2.80175042602563,1.54032572702644,2.85996647734051
2017-08-27,2.68360375256694,2.67501502340781,2.84800054824782,2.80310711934902,1.02422205562098,2.70620384240717
2017-08-26,2.66056655895041,2.55472752816968,2.78223109432153,2.66734088034392,0.745814457074953,2.6824747850905
2017-08-25,2.60341098997775,2.56787523113757,2.76058028029611,2.64834717381644,1.32077920690008,2.62445661877172
2017-08-24,2.51923289009625,2.48917550557092,2.67152598864436,2.58719906759786,1.17440551675008,2.53922043688335
