Date,btc_market_price,btc_total_bitcoins,btc_market_cap,btc_trade_volume,btc_blocks_size,btc_avg_block_size,btc_n_orphaned_blocks,btc_n_transactions_per_block,btc_median_confirmation_time,btc_hash_rate,btc_difficulty,btc_miners_revenue,btc_transaction_fees,btc_cost_per_transaction_percent,btc_cost_per_transaction,btc_n_unique_addresses,btc_n_transactions,btc_n_transactions_total,btc_n_transactions_excluding_popular,btc_n_transactions_excluding_chains_longer_than_100,btc_output_volume,btc_estimated_transaction_volume,btc_estimated_transaction_volume_usd
2010-09-29,-0.5552012099,-1.4665933677,-0.5149619184,-0.4137448106,-0.7727981897,-0.9217257798,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425869,-0.4759877415,-0.6997942838,-0.5497344382,-0.0372012795,-0.8145869067,-0.9006100182,-0.9210623785,-0.7924286587,-0.842660984,-0.8481944319,-0.5732723136,-0.4358534466,-0.4968554363
2010-09-30,-0.5552015822,-1.4650389868,-0.5149619755,-0.4137597201,-0.7727981897,-0.9263388796,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425885,-0.4759877415,-0.6998641216,-0.5630965236,-0.0368365261,-0.7634357516,-0.9037776689,-0.9277782134,-0.7924236435,-0.849349575,-0.8488541129,-0.6242406885,-0.6278076856,-0.4968720354
2010-10-01,-0.5552014733,-1.4633192462,-0.5149619075,-0.413765661,-0.7727981897,-0.9260677895,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425878,-0.4759877415,-0.699835271,-0.5558317004,-0.0370300059,-0.791041405,-0.9024674888,-0.9256270475,-0.7924157565,-0.8472071357,-0.8507075026,-0.6074539832,-0.573135279,-0.4968673199
2010-10-02,-0.5552014733,-1.4621176326,-0.5149618791,-0.4137547919,-0.7727981897,-0.9250400328,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425898,-0.4759877415,-0.6999245996,-0.5629957741,-0.0370318291,-0.8051740853,-0.902771539,-0.926277644,-0.7924087381,-0.8478550929,-0.8489326464,-0.6197224879,-0.6149040068,-0.4968709168
2010-10-03,-0.5552022994,-1.4607837312,-0.5149620571,-0.4137604334,-0.7727981897,-0.9257062563,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425893,-0.4759877415,-0.6999040142,-0.5629957484,-0.0373931037,-0.785878771,-0.9033685831,-0.9273269932,-0.7924031206,-0.8489001853,-0.8500949416,-0.4631776844,0.4284970769,-0.4967820873
2010-10-04,-0.5552014719,-1.4590860386,-0.5149618073,-0.4137347297,-0.7727981897,-0.9265944348,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425879,-0.4759877415,-0.6998390675,-0.5630965094,-0.0371467025,-0.7685088521,-0.9032359066,-0.9271905778,-0.7923973209,-0.8487643233,-0.8496708609,-0.4035519126,-0.5182077568,-0.4968625942
2010-10-05,-0.5552000789,-1.4577300893,-0.514961421,-0.4137409286,-0.7727981897,-0.9263760318,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425892,-0.4759877415,-0.699894179,-0.5630965236,-0.0373148695,-0.7727501182,-0.9035344287,-0.9278306808,-0.7923923758,-0.8494018296,-0.850786036,-0.5570665298,-0.3324687281,-0.4968460772
2010-10-06,-0.555199679,-1.4560544446,-0.5149612789,-0.4137352683,-0.7727981897,-0.9268023989,-0.4310289537,-0.9141262715,-1.3811131437,-0.470242588,-0.4759877415,-0.6998368113,-0.5630965094,-0.0371212639,-0.7665191442,-0.9034128086,-0.9272535388,-0.7923866602,-0.8488270288,-0.8480687783,-0.5964557919,-0.5365391148,-0.4968638513
2010-10-07,-0.5551989894,-1.4541472964,-0.5149610569,-0.4137254367,-0.7727981897,-0.9272360847,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425871,-0.4759877415,-0.6997934093,-0.5630965236,-0.0372825172,-0.7425896243,-0.9036892179,-0.9276522915,-0.7923814769,-0.8492241639,-0.8486656326,-0.5629643825,-0.2941311218,-0.4968422699
2010-10-08,-0.555165613,-1.4524385797,-0.5149524781,-0.4135893385,-0.7727981897,-0.9269346201,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425879,-0.4759877415,-0.6997136254,-0.5630965236,-0.0373242783,-0.7045382217,-0.903810838,-0.9279356158,-0.7923766719,-0.8495063388,-0.8490897133,-0.5606760388,-0.1912122668,-0.4968156242
2010-10-09,-0.5551214651,-1.4507519111,-0.5149411085,-0.4134972919,-0.7727981897,-0.9265640102,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425879,-0.4759877415,-0.6995688848,-0.5630965236,-0.0373066006,-0.6727517136,-0.9035510133,-0.9275263696,-0.7923713205,-0.8490987528,-0.8484771523,-0.5681058291,-0.2709969332,-0.4968057211
2010-10-10,-0.5551214789,-1.4488557868,-0.5149410255,-0.4136863574,-0.7727981897,-0.9271850608,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425871,-0.4759877415,-0.6994990372,-0.5630965236,-0.0372649371,-0.644916582,-0.9035952387,-0.927620811,-0.7923660952,-0.8491928111,-0.8486185126,-0.5807920787,-0.340588063,-0.4968173123
2010-10-11,-0.555107549,-1.4470368305,-0.5149373586,-0.4137447985,-0.7727981897,-0.927399687,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425874,-0.4759877415,-0.6994737005,-0.5630965094,-0.0370708477,-0.6205973309,-0.9036892179,-0.9278831483,-0.7923612201,-0.8494540842,-0.8490111799,-0.6087269961,-0.548255951,-0.4968495868
2010-10-12,-0.5551504419,-1.445272994,-0.5149483276,-0.4137304215,-0.7727981897,-0.9272018366,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425873,-0.4759877412,-0.6996461834,-0.5630965236,-0.0371408426,-0.6887931061,-0.9037113306,-0.9277467329,-0.7923561629,-0.8493182222,-0.8488069929,-0.5922517833,-0.5146989914,-0.4968520959
2010-10-13,-0.5551559586,-1.4434099416,-0.5149496823,-0.4136913515,-0.7727981897,-0.9272728508,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425869,-0.4759877412,-0.6996395925,-0.5630965236,-0.0366300811,-0.6811593818,-0.9036726333,-0.9278621613,-0.7923512598,-0.8494331824,-0.8489797665,-0.5980734181,-0.6372284804,-0.4968693518
2010-10-14,-0.5551421667,-1.4412933378,-0.5149460355,-0.4137078658,-0.7727981897,-0.9268826684,-0.4310289537,-0.9125603537,-1.3811131437,-0.4702425859,-0.4759877412,-0.6995137519,-0.5585560091,-0.037087893,-0.6514963324,-0.9036007669,-0.9275893305,-0.7923459925,-0.8491614583,-0.8485713925,-0.5708929258,-0.5117226414,-0.4968500076
2010-10-15,-0.5551228581,-1.4392539019,-0.5149409449,-0.4137279481,-0.7727981897,-0.9277634484,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425862,-0.4759877412,-0.699456886,-0.5630965236,-0.0371358129,-0.6036481149,-0.9038882326,-0.9280405507,-0.7923413275,-0.8496108481,-0.8492467802,-0.5762590157,-0.4875790818,-0.4968421057
2010-10-16,-0.55513665,-1.4366191711,-0.5149444136,-0.4137572693,-0.7727981897,-0.92751356,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425838,-0.4759877412,-0.6993331606,-0.5630965236,-0.0371685867,-0.6146795834,-0.9034128086,-0.9272115648,-0.7923355559,-0.8487852251,-0.8480059516,-0.5397977159,-0.3853331407,-0.4968297706
2010-10-17,-0.5551428563,-1.4335104093,-0.5149459046,-0.4137382035,-0.7727981897,-0.9278452968,-0.4310289537,-0.9125603537,-1.3811131437,-0.4702425818,-0.4759877412,-0.6992283802,-0.5630965236,-0.0367912852,-0.624137936,-0.9029373846,-0.9264455399,-0.7923287616,-0.8480223077,-0.8485085657,-0.5673414862,-0.554434188,-0.4968563445
2010-10-18,-0.5551449251,-1.430633151,-0.5149463318,-0.4137263162,-0.7727981897,-0.9274165724,-0.4310289537,-0.9125603537,-1.3811131437,-0.4702425828,-0.4759877412,-0.6993076552,-0.5628370656,-0.0367205955,-0.6576963947,-0.9026941444,-0.9261097482,-0.792321519,-0.8476878781,-0.8484300323,-0.5504865431,-0.580884881,-0.4968604545
2010-10-19,-0.5551457526,-1.4279543243,-0.5149464441,-0.4137573485,-0.7727981897,-0.925491996,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425836,-0.4759877412,-0.69936896,-0.5630965236,-0.0365394152,-0.7579786197,-0.8992832536,-0.9214191572,-0.7923080145,-0.8430163154,-0.8441263987,-0.5218465399,-0.6150518999,-0.4968654214
2010-10-20,-0.5551449251,-1.4253747134,-0.5149461257,-0.4137164301,-0.7727981897,-0.9262879472,-0.4310289537,-0.9141262715,-1.3811131437,-0.470242584,-0.4759877412,-0.699392908,-0.5630965236,-0.0370055171,-0.7236388564,-0.9010854422,-0.9242628936,-0.7922983064,-0.8458485156,-0.8469536032,-0.5334210817,-0.5151574602,-0.4968510595
2010-10-21,-0.55513665,-1.4228061265,-0.5149438407,-0.4136956482,-0.7727981897,-0.9268642891,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425782,-0.4759877374,-0.6993532092,-0.5629957741,-0.0370631521,-0.6952668104,-0.9020197057,-0.9252178013,-0.792289873,-0.8467995496,-0.8484143256,-0.5522838832,-0.4851240553,-0.4968448662
2010-10-22,-0.5551394083,-1.4211194578,-0.5149445001,-0.413706513,-0.7727981897,-0.9262186933,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425838,-0.4759877374,-0.6996299054,-0.5630965236,-0.036738956,-0.7301741602,-0.9025725243,-0.926340605,-0.7922829387,-0.8479177985,-0.849309607,-0.5791440547,-0.6336050978,-0.4968675508
2010-10-23,-0.5551366362,-1.4192012856,-0.5149436875,-0.4137595354,-0.7727981897,-0.9259664798,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425823,-0.4759877374,-0.6995503011,-0.5624478786,-0.0366782075,-0.7402343792,-0.9018483319,-0.924997438,-0.7922742112,-0.8465800803,-0.8491211267,-0.6184569456,-0.6299780178,-0.496866776
2010-10-24,-0.5550249355,-1.4171177538,-0.5149139408,-0.4137430619,-0.7727981897,-0.9271002968,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425813,-0.4759877374,-0.6990309284,-0.5630965236,-0.0371374484,-0.5660846213,-0.9028655182,-0.9265714618,-0.792267585,-0.8481477188,-0.8470478434,-0.6010759108,-0.4814156341,-0.4968182461
2010-10-25,-0.5550801032,-1.4148027184,-0.5149284576,-0.413694718,-0.7727981897,-0.9273953796,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425798,-0.4759877374,-0.699166119,-0.5630965236,-0.0367169954,-0.6049850786,-0.9028157645,-0.9265085009,-0.7922608747,-0.8480850132,-0.8487755795,-0.5724353335,-0.6072875087,-0.4968573194
2010-10-26,-0.5550249355,-1.4121349156,-0.5149135806,-0.413718194,-0.7727981897,-0.9272830733,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425775,-0.4759877374,-0.698722228,-0.5630965236,-0.0370822036,-0.4945104535,-0.902710729,-0.9264350464,-0.7922540664,-0.8480118568,-0.8491682468,-0.5548013526,-0.4633800624,-0.4968134896
2010-10-27,-0.5550249355,-1.4097978323,-0.5149134116,-0.4135787005,-0.7727981897,-0.9265762151,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425797,-0.4759877374,-0.6988969641,-0.5630965236,-0.0372159434,-0.5857262253,-0.9018372756,-0.9255640866,-0.7922460954,-0.8471444301,-0.8489797665,-0.5384907896,-0.3584165843,-0.4967858125
2010-10-28,-0.5550249217,-1.407427677,-0.5149132366,-0.4137019879,-0.7727981897,-0.9271632611,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425794,-0.4759877374,-0.6988794246,-0.5630965236,-0.0368265287,-0.5439313765,-0.9023956224,-0.9262881375,-0.792239091,-0.8478655438,-0.8497651011,-0.5724032529,-0.5851146256,-0.4968455846
2010-10-29,-0.5550235563,-1.4048370421,-0.5149126821,-0.413680255,-0.7727981897,-0.9274045185,-0.4310289537,-0.9156921893,-1.3811131437,-0.470242578,-0.4759877374,-0.6987557957,-0.5630965236,-0.0371596884,-0.4879590824,-0.9031695684,-0.9266449162,-0.7922325629,-0.8482208752,-0.8488384062,-0.5802193124,-0.4013832467,-0.496796711
2010-10-30,-0.5550223151,-1.4021912874,-0.5149121551,-0.4136862571,-0.7727981897,-0.9273154329,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425777,-0.4759877374,-0.6987198982,-0.5630965236,-0.0369919873,-0.4595812905,-0.9034017522,-0.9268757731,-0.7922263429,-0.8484507956,-0.8475033374,-0.5989640149,-0.5163369082,-0.4968269331
2010-10-31,-0.5550125228,-1.4001849233,-0.5149093627,-0.4136448997,-0.7727981897,-0.9278701363,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425762,-0.4759877326,-0.6990214866,-0.5630965236,-0.0369626717,-0.4108416331,-0.9042309801,-0.9282714075,-0.7922219862,-0.8498407684,-0.8495923275,-0.6128579249,-0.5732683829,-0.4968407152
2010-11-01,-0.5550145916,-1.3981124154,-0.514909766,-0.4137027964,-0.7727981897,-0.9274530403,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425755,-0.4759877326,-0.6989935288,-0.5630965236,-0.0368059054,-0.4661845391,-0.9038384789,-0.9277152524,-0.792216887,-0.8492868694,-0.8487598728,-0.6130121748,-0.6049027313,-0.4968496792
2010-11-02,-0.55501735,-1.3962603871,-0.5149103751,-0.4137495444,-0.7727981897,-0.9278798664,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425776,-0.4759877326,-0.6991249181,-0.5630965236,-0.0367879748,-0.4123737093,-0.9043636566,-0.9285652253,-0.7922129224,-0.8501333942,-0.8500321148,-0.6114590999,-0.619130054,-0.4968538405
2010-11-03,-0.5549077044,-1.3940445675,-0.5148803977,-0.4135807649,-0.7727981897,-0.9278752052,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425742,-0.4759877326,-0.6984372856,-0.5630965236,-0.0366441138,-0.2230445878,-0.9039932681,-0.9280300572,-0.7922082435,-0.8496003971,-0.8492310735,-0.6113570511,-0.6212227423,-0.4968442505
2010-11-04,-0.554961479,-1.3919389877,-0.5148948299,-0.4136676989,-0.7727981897,-0.9278459382,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425752,-0.4759877326,-0.698749882,-0.5630965236,-0.0372776062,-0.3475885589,-0.90404855,-0.9279775897,-0.7922034945,-0.8495481425,-0.8491525401,-0.5689180388,-0.2653067436,-0.4967326595
2010-11-05,-0.5549561139,-1.3895247365,-0.5148931477,-0.41362693,-0.7727981897,-0.9274226259,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425724,-0.4759877326,-0.6985211865,-0.5630965236,-0.0368062237,-0.373169502,-0.9036062951,-0.9271695908,-0.7921976668,-0.8487434214,-0.8479431248,-0.6153715994,-0.5869706848,-0.4968373287
2010-11-06,-0.5548870165,-1.3872978929,-0.5148740282,-0.4136155907,-0.7727981897,-0.9274613156,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425741,-0.4759877326,-0.6983359693,-0.5630965236,-0.03723011,-0.2801171834,-0.903633936,-0.9274529151,-0.7921922174,-0.8490255963,-0.8483672055,-0.5868042778,-0.3513472909,-0.4967337217
2010-11-07,-0.5545973879,-1.3845639463,-0.5147942192,-0.413323324,-0.7727981897,-0.9276229455,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425695,-0.4759877326,-0.6963304971,-0.5630965236,-0.03693284,0.2103096122,-0.9034459777,-0.9268652796,-0.7921859834,-0.8484403446,-0.8474876307,-0.5854003208,-0.5339177084,-0.4967549336
2010-11-08,-0.5547766813,-1.381686688,-0.5148430328,-0.4131631877,-0.7727981897,-0.9267641934,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425682,-0.4759877326,-0.6971713686,-0.5523290179,-0.0373610761,-0.1141990984,-0.9031308711,-0.9263091245,-0.792179007,-0.8478864457,-0.8466551761,-0.4405755964,0.6264003185,-0.4961914885
2010-11-09,-0.5548224704,-1.3790409332,-0.5148552999,-0.41356039,-0.7727981897,-0.9276329895,-0.4310289537,-0.9156921893,-1.3811131437,-0.470242559,-0.4759877254,-0.6976538241,-0.5630965236,-0.0371265472,-0.180937115,-0.9033243576,-0.9267288642,-0.792172591,-0.8483044826,-0.8472834437,-0.5867711497,-0.4293868179,-0.4967466931
2010-11-10,-0.5549191516,-1.3769133055,-0.5148817718,-0.4136702425,-0.7727981897,-0.9277254239,-0.4310289537,-0.9047307646,-1.3811131437,-0.4702425659,-0.4759877254,-0.6985538345,-0.5630965236,-0.0366197517,-0.326926111,-0.9038384789,-0.9276313045,-0.7921673797,-0.849203262,-0.8486342193,-0.614061768,-0.6275377806,-0.4968476473
2010-11-11,-0.554955976,-1.3743557425,-0.5148917248,-0.4137496263,-0.7727981897,-0.9276945393,-0.4310289537,-0.8139075314,-1.3811131437,-0.4702425602,-0.4759877254,-0.6984248701,-0.5630965236,-0.0364874776,-0.3597783008,-0.9035012596,-0.9270331755,-0.7921613699,-0.8486075594,-0.8477389378,-0.6137959195,-0.6246575611,-0.4968498639
2010-11-12,-0.5549408049,-1.3724706423,-0.5148873373,-0.4135982135,-0.7727981897,-0.9279887785,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425692,-0.4759877254,-0.6988160031,-0.5630965236,-0.0360612098,-0.3015169141,-0.9042973184,-0.9284288099,-0.7921572233,-0.8499975322,-0.8498279278,-0.6210307324,-0.6682749535,-0.4968637076
2010-11-13,-0.5548732246,-1.3700563911,-0.5148682845,-0.4136658008,-0.7727981897,-0.9279432308,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425621,-0.4759877254,-0.6981177025,-0.5630965236,-0.0364700841,-0.10124856,-0.9041591137,-0.9280405507,-0.7921525583,-0.8496108481,-0.8492467802,-0.6166046837,-0.6311352819,-0.4968451844
2010-11-14,-0.5548746038,-1.3674326843,-0.5148683701,-0.4136919794,-0.7727981897,-0.9277231029,-0.4310289537,-0.8452258877,-1.3811131437,-0.4702425593,-0.4759877254,-0.6979502624,-0.5630965236,-0.036207949,-0.173807061,-0.9036947461,-0.9273479802,-0.7921469688,-0.8489210871,-0.8482101386,-0.6241967486,-0.6431331151,-0.4968502795
2010-11-15,-0.5548969467,-1.3649963851,-0.514874347,-0.4137306192,-0.7727981897,-0.9197795548,-0.4310289537,-0.749704901,-1.3811131437,-0.4702425618,-0.4759877254,-0.6982158367,-0.5630965236,-0.0368105855,-0.7278022621,-0.8957341581,-0.9120694559,-0.7921209824,-0.8337045426,-0.8482729653,-0.5641973348,-0.5849223645,-0.496829006
2010-11-16,-0.5548970846,-1.363001045,-0.514874171,-0.413631826,-0.7727183772,-0.8751499812,-0.4310289537,-0.7982483533,-1.3811131437,-0.4702425677,-0.4759877254,-0.6985631661,-0.5568695323,-0.0371508095,-0.840619341,-0.8765679369,-0.8047000458,-0.7919516575,-0.7267706941,-0.8470949634,-0.4300969455,-0.4806539843,-0.4967881215
2010-11-17,-0.5549008084,-1.3602450505,-0.5148749217,-0.413630806,-0.7727183772,-0.9277886277,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425575,-0.4759877254,-0.697985884,-0.5630965236,-0.0366119484,-0.2778322298,-0.9031529839,-0.9266763967,-0.7919451714,-0.848252228,-0.8472049103,-0.6019178213,-0.6032759065,-0.4968366411
2010-11-18,-0.5548870179,-1.3573457443,-0.5148707236,-0.4136058271,-0.7727183772,-0.9279391956,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425556,-0.4759877254,-0.6977936824,-0.5630965236,-0.0361035563,-0.1838184109,-0.9034515059,-0.926980708,-0.7919390915,-0.8485553048,-0.8476604044,-0.6119453405,-0.6418612338,-0.4968506438
2010-11-19,-0.5548966708,-1.3555157639,-0.5148732489,-0.4137580028,-0.7726917731,-0.8971584277,-0.4310289537,-0.8953352578,-1.3811131437,-0.4702425573,-0.4759877137,-0.6986916339,-0.5630965236,-0.0367255916,-0.8335604645,-0.9039048172,-0.8504096969,-0.7918307891,-0.7722949165,-0.8491996602,-0.6121547188,-0.6284732049,-0.4968460772
2010-11-20,-0.5548883957,-1.3542480064,-0.5148707715,-0.4137017804,-0.7726385648,-0.8556546788,-0.4310289537,-0.8577532302,-1.3811131437,-0.4702425687,-0.4759877137,-0.6991129318,-0.5536263077,-0.0371784192,-0.846502317,-0.9027660108,-0.8022340752,-0.7916581721,-0.7243147271,-0.8467494162,-0.5650301909,-0.5493392684,-0.4968136333
2010-11-21,-0.5548870165,-1.3527597693,-0.5148702172,-0.4137638857,-0.7725853565,-0.8759493803,-0.4310289537,-0.9062966825,-1.3811131437,-0.4702425643,-0.4759877137,-0.698931427,-0.5479182324,-0.0371078209,-0.842382537,-0.9032635476,-0.8226334236,-0.7915127883,-0.7446313222,-0.848288672,-0.5793817888,-0.5628049413,-0.496818826
2010-11-22,-0.55489805,-1.3509959328,-0.5148731536,-0.413641171,-0.7725853565,-0.927229215,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425586,-0.4759877137,-0.6987485917,-0.5553127845,-0.0363837953,-0.4193769812,-0.9033796395,-0.9273899542,-0.7915072548,-0.8489628908,-0.8482729653,-0.6234661824,-0.6582034288,-0.4968578274
2010-11-23,-0.5548899128,-1.34940848,-0.5148706705,-0.4137455868,-0.7725853565,-0.9271623405,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425622,-0.4759877137,-0.6988608642,-0.5560911584,-0.0369076906,-0.3871014069,-0.9038827044,-0.9279880832,-0.7915025199,-0.8495585934,-0.8491682468,-0.6203535857,-0.6141275676,-0.4968397711
2010-11-24,-0.5548966846,-1.347369044,-0.5148723756,-0.4137560602,-0.7725853565,-0.9183011022,-0.4310289537,-0.9141262715,-1.3811131437,-0.470242553,-0.4759877137,-0.6985268562,-0.559074925,-0.0367968733,-0.7838978664,-0.9027660108,-0.902688274,-0.7914640095,-0.824361417,-0.8112994126,-0.6170632044,-0.6081489864,-0.4968380983
2010-11-25,-0.5548966846,-1.3456933994,-0.5148721952,-0.4137597957,-0.7725587523,-0.8900958418,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425604,-0.4759877137,-0.6988131374,-0.5630965236,-0.0370137692,-0.8288305085,-0.9025946371,-0.8698016701,-0.7913815955,-0.791608223,-0.7651217385,-0.6151410708,-0.5820347504,-0.4968278413
2010-11-26,-0.5548883957,-1.3434555318,-0.5148695847,-0.4136173532,-0.7725587523,-0.923415765,-0.4310289537,-0.9141262715,-1.3811131437,-0.470242549,-0.4759877137,-0.6983333023,-0.5582965511,-0.0371990886,-0.7111280073,-0.9012236469,-0.9153539189,-0.7913599938,-0.8369756816,-0.8473305638,-0.5941217684,-0.3981443863,-0.4967529941
2010-11-27,-0.5548947413,-1.3414381438,-0.5148711804,-0.4137591437,-0.7725587523,-0.9265004817,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425535,-0.4759877137,-0.6985363022,-0.5629667946,-0.0361589698,-0.4500661328,-0.9026554471,-0.9263930724,-0.7913531295,-0.8479700531,-0.8467808296,-0.6260444087,-0.6614164078,-0.4968589152
2010-11-28,-0.5548944503,-1.3396081634,-0.5148708989,-0.4136742802,-0.7725587523,-0.9269531059,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425573,-0.4759877137,-0.6986834409,-0.5629667946,-0.0365209987,-0.4609156112,-0.9030811174,-0.9267393577,-0.7913467275,-0.8483149335,-0.8488855263,-0.6251533035,-0.6475292395,-0.4968534146
2010-11-29,-0.5549021876,-1.33727108,-0.5148728707,-0.4136273365,-0.7725587523,-0.9275172377,-0.4310289537,-0.9156921893,-1.3811131437,-0.470242547,-0.4759877137,-0.698318557,-0.5627073366,-0.0360419531,-0.3361025112,-0.9032967167,-0.9269702145,-0.7913406336,-0.8485448539,-0.8476446977,-0.6253115022,-0.6582588887,-0.4968580788
2010-11-30,-0.5549077044,-1.3349560446,-0.5148742149,-0.4136952759,-0.7725587523,-0.9273087048,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425391,-0.4759877076,-0.6983614133,-0.5629667946,-0.0368853687,-0.3707584681,-0.9030147792,-0.9267603447,-0.7913342596,-0.8483358354,-0.8473305638,-0.6172527124,-0.5746031187,-0.496826461
2010-12-01,-0.5549766639,-1.3330048005,-0.514893922,-0.4137399454,-0.7725587523,-0.9268915169,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425478,-0.4759877076,-0.6989109123,-0.5628370656,-0.0371319237,-0.5548187931,-0.9022684741,-0.9262356701,-0.7913271851,-0.8478132892,-0.8465452292,-0.6028156976,-0.5001463037,-0.4968128328
2010-12-02,-0.5549421841,-1.3308771727,-0.514883764,-0.4136894476,-0.7725587523,-0.9268441029,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425436,-0.4759877076,-0.6986526401,-0.5621884207,-0.0370487618,-0.4653455287,-0.9028986873,-0.9265819553,-0.791320573,-0.8481581697,-0.8486656326,-0.6047792907,-0.5313961299,-0.4968162809
2010-12-03,-0.5549348744,-1.3287605689,-0.5148814435,-0.4137570439,-0.7725587523,-0.9272447591,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425439,-0.4759877076,-0.698629109,-0.5628370656,-0.0366154125,-0.4000892963,-0.9033188294,-0.9272220583,-0.7913148153,-0.848795676,-0.8480216583,-0.6224331204,-0.6284362316,-0.4968493252
2010-12-04,-0.5549299093,-1.3263463177,-0.5148797662,-0.4136623917,-0.7725587523,-0.9276147135,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425367,-0.4759877076,-0.6983936291,-0.5629667946,-0.0369365786,-0.3166856208,-0.9032911885,-0.9273164997,-0.7913091838,-0.8488897343,-0.8481630185,-0.6124777002,-0.5536947222,-0.4968220431
2010-12-05,-0.554962872,-1.3237226109,-0.5148891098,-0.4137480543,-0.7725587523,-0.9277127147,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425317,-0.4759877076,-0.6984172063,-0.5628252957,-0.0362744571,-0.3655626058,-0.9031198147,-0.926959721,-0.7913030759,-0.8485344029,-0.847628991,-0.6196015254,-0.6391030263,-0.49685519
2010-12-06,-0.5549766639,-1.3210768562,-0.5148929008,-0.4137535099,-0.7725587523,-0.9278224389,-0.4310289537,-0.9141262715,-1.3811131437,-0.4702425312,-0.4759877076,-0.6984763713,-0.5623805865,-0.0370895021,-0.3941872586,-0.9031529839,-0.9268442926,-0.791296814,-0.8484194428,-0.8474562174,-0.5921701371,-0.460152294,-0.4968003438
2010-12-07,-0.5549752847,-1.3185082692,-0.5148922772,-0.4136808948,-0.7725587523,-0.9272620576,-0.4310289537,-0.9125603537,-1.3811131437,-0.470242533,-0.4759877076,-0.6985175109,-0.562679492,-0.0367968911,-0.4888341677,-0.9022187204,-0.9257844499,-0.7912891371,-0.8473638995,-0.8458698415,-0.609730772,-0.580873789,-0.4968378572
2010-12-08,-0.5549453563,-1.3159617303,-0.514883276,-0.4137547055,-0.7725587523,-0.9272262744,-0.4310289537,-0.9109944359,-1.3811131437,-0.4702425336,-0.4759877076,-0.6983777006,-0.5620586917,-0.0367353142,-0.4487709637,-0.9023458687,-0.9258998783,-0.7912816144,-0.8474788597,-0.8477860579,-0.6115462669,-0.59362218,-0.4968382523
2010-12-09,-0.554957631,-1.3132057358,-0.5148866275,-0.4136957452,-0.7725587523,-0.9274205771,-0.4310289537,-0.9109944359,-1.3811131437,-0.4702425286,-0.4759877076,-0.6983016352,-0.5624832749,-0.0362926631,-0.4137480342,-0.9026056934,-0.9261202416,-0.7912743858,-0.8476983291,-0.8463724556,-0.6171847703,-0.6341190265,-0.4968531478
