Date,btc_market_price,btc_total_bitcoins,btc_market_cap,btc_trade_volume,btc_blocks_size,btc_avg_block_size,btc_n_orphaned_blocks,btc_n_transactions_per_block,btc_median_confirmation_time,btc_hash_rate,btc_difficulty,btc_miners_revenue,btc_transaction_fees,btc_cost_per_transaction_percent,btc_cost_per_transaction,btc_n_unique_addresses,btc_n_transactions,btc_n_transactions_total,btc_n_transactions_excluding_popular,btc_n_transactions_excluding_chains_longer_than_100,btc_output_volume,btc_estimated_transaction_volume,btc_estimated_transaction_volume_usd
2009-10-22,-0.5552869817,-2.0970987738,-0.5149835229,-0.4137673068,-0.7728247938,-0.9284254578,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0367787899,-0.8568317294,-0.905651724,-0.9306114562,-0.7937852193,-0.8521713243,-0.8530949197,-0.6325049477,-0.665753375,-0.496879378
2009-10-23,-0.5552869817,-2.0961396877,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286663648,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9056572522,-0.9306219497,-0.7937840005,-0.8521817752,-0.8531106264,-0.6381145699,-0.7132640549,-0.496879378
2009-10-24,-0.5552869817,-2.0953128893,-0.5149835229,-0.4137673068,-0.7728247938,-0.928666217,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9057235904,-0.9307478716,-0.7937829499,-0.8523071863,-0.8532991067,-0.6383775259,-0.7132640549,-0.496879378
2009-10-25,-0.5552869817,-2.0945081389,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286284821,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.036850308,-0.8568317294,-0.9057291186,-0.9307583651,-0.7937819132,-0.8523176372,-0.8533148134,-0.6330526675,-0.6679717725,-0.496879378
2009-10-26,-0.5552869817,-2.0937915804,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286653676,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9057788723,-0.9308528065,-0.7937810026,-0.8524116955,-0.8534561737,-0.6385966559,-0.7132640549,-0.496879378
2009-10-27,-0.5552869817,-2.0930639978,-0.5149835229,-0.4137673068,-0.7728247938,-0.9285769698,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0369363251,-0.8568317294,-0.9057678159,-0.9308318196,-0.7937800641,-0.8523907937,-0.8534247603,-0.6328773635,-0.6651987756,-0.496879378
2009-10-28,-0.5552869817,-2.0923584632,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286658511,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9057844004,-0.9308633,-0.7937791675,-0.8524221465,-0.8534718804,-0.6386185689,-0.7132640549,-0.496879378
2009-10-29,-0.5552869817,-2.0918072643,-0.5149835229,-0.4137673068,-0.7728247938,-0.9285935922,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0276816872,-0.8568317294,-0.9058562669,-0.9309997154,-0.793778453,-0.8525580085,-0.8536760673,-0.6387062209,-0.7114153903,-0.496879378
2009-10-30,-0.5552869817,-2.0911348016,-0.5149835229,-0.4137673068,-0.7728247938,-0.9284881148,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0335943591,-0.8568317294,-0.9057954568,-0.930884287,-0.7937775845,-0.8524430483,-0.8535032937,-0.638005005,-0.7075331947,-0.496879378
2009-10-31,-0.5552869817,-2.0906387226,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286669181,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.905889436,-0.9310626764,-0.7937769541,-0.852620714,-0.8537703075,-0.6390349158,-0.7132640549,-0.496879378
2009-11-01,-0.5552869817,-2.0903080033,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286667833,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9059723588,-0.9312200788,-0.7937765338,-0.8527774779,-0.8540059079,-0.6393636108,-0.7132640549,-0.496879378
2009-11-02,-0.5552869817,-2.089944212,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286669671,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9059557742,-0.9311885983,-0.7937760715,-0.8527461251,-0.8539587878,-0.6392978718,-0.7132640549,-0.496879378
2009-11-03,-0.5552869817,-2.0893158452,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286658253,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9058230977,-0.9309367545,-0.793775273,-0.8524953029,-0.8535818272,-0.6387719599,-0.7132640549,-0.496879378
2009-11-04,-0.5552869817,-2.0886323586,-0.5149835229,-0.4137673068,-0.7728247938,-0.928666718,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9057954568,-0.930884287,-0.7937744045,-0.8524430483,-0.8535032937,-0.6386623949,-0.7132640549,-0.496879378
2009-11-05,-0.5552869817,-2.087926824,-0.5149835229,-0.4137673068,-0.7728247938,-0.9284314093,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0370287408,-0.8568317294,-0.9057788723,-0.9308528065,-0.7937734939,-0.8524116955,-0.8534561737,-0.6318255396,-0.6559554526,-0.496879378
2009-11-06,-0.5552869817,-2.0873866491,-0.5149835229,-0.4137673068,-0.7728247938,-0.928666061,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9058673232,-0.9310207024,-0.7937728075,-0.8525789103,-0.8537074807,-0.6389472639,-0.7132640549,-0.496879378
2009-11-07,-0.5552869817,-2.0865488267,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286658785,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9057180622,-0.9307373781,-0.7937717428,-0.8522967354,-0.8532834,-0.6383556129,-0.7132640549,-0.496879378
2009-11-08,-0.5552869817,-2.0857771482,-0.5149835229,-0.4137673068,-0.7728247938,-0.928666061,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9057512313,-0.9308003391,-0.7937707622,-0.8523594409,-0.8533776402,-0.6384870909,-0.7132640549,-0.496879378
2009-11-09,-0.5552869817,-2.0850605897,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286657876,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9057788723,-0.9308528065,-0.7937698516,-0.8524116955,-0.8534561737,-0.6385966559,-0.7132640549,-0.496879378
2009-11-10,-0.5552869817,-2.0842778872,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286665127,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9057457031,-0.9307898456,-0.793768857,-0.85234899,-0.8533619335,-0.6384651779,-0.7132640549,-0.496879378
2009-11-11,-0.5552869817,-2.0835172327,-0.5149835229,-0.4137673068,-0.7728247938,-0.9283399439,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0370575703,-0.8568317294,-0.9057457031,-0.9307163911,-0.7937677643,-0.8522758335,-0.8532519867,-0.599065608,-0.6467121297,-0.496879378
2009-11-12,-0.5552869817,-2.0827455543,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286667111,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9057512313,-0.9308003391,-0.7937667837,-0.8523594409,-0.8533776402,-0.6384870909,-0.7132640549,-0.496879378
2009-11-13,-0.5552869817,-2.0819738758,-0.5149835229,-0.4137673068,-0.7728247938,-0.9285867102,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0243068193,-0.8568317294,-0.9057346468,-0.9307688586,-0.793765761,-0.8523280881,-0.8533305201,-0.6382241349,-0.7113414438,-0.496879378
2009-11-14,-0.5552869817,-2.0810588856,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286658574,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9056793649,-0.9306639237,-0.7937645983,-0.8522235789,-0.8531734532,-0.6382022219,-0.7132640549,-0.496879378
2009-11-15,-0.5552869817,-2.0800005837,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286660249,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9056074985,-0.9305275083,-0.7937632534,-0.8520877169,-0.8529692662,-0.637917353,-0.7132640549,-0.496879378
2009-11-16,-0.5552869817,-2.0788981859,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286657013,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9055853857,-0.9304855343,-0.7937618526,-0.8520459132,-0.8529064394,-0.637829701,-0.7132640549,-0.496879378
2009-11-17,-0.5552869817,-2.0778950039,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286657276,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9056351394,-0.9305799757,-0.7937605777,-0.8521399715,-0.8530477997,-0.638026918,-0.7132640549,-0.496879378
2009-11-18,-0.5552869817,-2.0770241096,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286661433,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9057014776,-0.9307058976,-0.793759471,-0.8522653826,-0.85323628,-0.6382898739,-0.7132640549,-0.496879378
2009-11-19,-0.5552869817,-2.0762193592,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286667556,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9057346468,-0.9307688586,-0.7937584484,-0.8523280881,-0.8533305201,-0.6384213519,-0.7132640549,-0.496879378
2009-11-20,-0.5552869817,-2.075315393,-0.5149835229,-0.4137673068,-0.7728247938,-0.9282523368,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0372510422,-0.8568317294,-0.9056738367,-0.9306534302,-0.7937572717,-0.852213128,-0.8531577465,-0.6187873059,-0.5492875058,-0.496879378
2009-11-21,-0.5552869817,-2.0744665467,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286656276,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.905712534,-0.9307268846,-0.793756193,-0.8522862844,-0.8532676934,-0.6383336999,-0.7132640549,-0.496879378
2009-11-22,-0.5552869817,-2.0733641488,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286657013,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9055853857,-0.9304855343,-0.7937547921,-0.8520459132,-0.8529064394,-0.637829701,-0.7132640549,-0.496879378
2009-11-23,-0.5552869817,-2.0723058469,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286651401,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9056074985,-0.9305275083,-0.7937534472,-0.8520877169,-0.8529692662,-0.637917353,-0.7132640549,-0.496879378
2009-11-24,-0.5552869817,-2.0711814012,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286659505,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9055743294,-0.9304645473,-0.7937520183,-0.8520250114,-0.8528750261,-0.637785875,-0.7132640549,-0.496879378
2009-11-25,-0.5552869817,-2.070244363,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286658316,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9056683085,-0.9306429367,-0.7937508276,-0.8522026771,-0.8531420398,-0.6381583959,-0.7132640549,-0.496879378
2009-11-26,-0.5552869817,-2.0693844927,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286661999,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9057070058,-0.9307163911,-0.7937497349,-0.8522758335,-0.8532519867,-0.6383117869,-0.7132640549,-0.496879378
2009-11-27,-0.5552869817,-2.0685576944,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286662575,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9057235904,-0.9307478716,-0.7937486842,-0.8523071863,-0.8532991067,-0.6383775259,-0.7132640549,-0.496879378
2009-11-28,-0.5552869817,-2.0676978241,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286662388,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9057070058,-0.9307163911,-0.7937475915,-0.8522758335,-0.8532519867,-0.6383117869,-0.7132640549,-0.496879378
2009-11-29,-0.5552869817,-2.0670584333,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286658592,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9058175696,-0.930926261,-0.793746779,-0.852484852,-0.8535661205,-0.6387500469,-0.7132640549,-0.496879378
2009-11-30,-0.5552869817,-2.066242659,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286655398,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9057291186,-0.9307583651,-0.7937457424,-0.8523176372,-0.8533148134,-0.6383994389,-0.7132640549,-0.496879378
2009-12-01,-0.5552869817,-2.0655150764,-0.5149835229,-0.4137673068,-0.7728247938,-0.9286653124,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9057733441,-0.930842313,-0.7937448178,-0.8524012446,-0.853440467,-0.6385747429,-0.7132640549,-0.496879378
2009-12-02,-0.5552869817,-2.0644347266,-0.5149835229,-0.4137673068,-0.7728247938,-0.9280602661,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5602424859,-0.0364758622,-0.8568317294,-0.9055853857,-0.9304960278,-0.7937434309,-0.8520563641,-0.8529221461,-0.6334690144,-0.6762907631,-0.496879378
2009-12-03,-0.5552869817,-2.0634976884,-0.5149835229,-0.4137673068,-0.7728247938,-0.928665439,-0.4310289537,-0.9156921893,-1.3811131437,-0.4702425945,-0.4759877481,-0.7001317658,-0.5630965236,-0.0374313057,-0.8568317294,-0.9056683085,-0.9306429367,-0.7937422402,-0.8522026771,-0.8531420398,-0.6381583959,-0.7132640549,-0.496879378
