Date(UTC),UnixTimeStamp,eth_etherprice,eth_tx,eth_address,eth_supply,eth_marketcap,eth_hashrate,eth_difficulty,eth_blocks,eth_uncles,eth_blocksize,eth_blocktime,eth_gasprice,eth_gaslimit,eth_gasused,eth_ethersupply,eth_ens_register
2016-02-12,-0.8730840896,-0.512058772,-0.6088260329,-0.6266194889,-0.908376328,-0.5117304378,-0.5744409497,-0.4882460712,-0.5449972878,-0.4167904802,-0.4797991104,0.3073367661,0.4391778644,-0.6976545163,-0.5909054923,-0.5732808725,-0.5380999139
2016-02-13,-0.8687403877,-0.5133342619,-0.5968901538,-0.625894258,-0.9045164828,-0.5127652275,-0.5729989159,-0.4873729635,-0.4643920463,-0.2865084268,-0.4684287579,0.2496757466,0.3461635267,-0.6976346394,-0.573064256,-0.4773656919,-0.5380999139
2016-02-14,-0.8643966858,-0.5140210641,-0.6233783978,-0.625327064,-0.9007359696,-0.5133163099,-0.5723978572,-0.4867309726,-0.6027643775,-0.3361396852,-0.4867105011,0.3209040648,0.2682062975,-0.6975956216,-0.5959327079,-0.6169935546,-0.5380999139
2016-02-15,-0.8600529838,-0.5135304911,-0.6181356266,-0.6248227778,-0.8969703535,-0.5128980383,-0.5717977504,-0.4861242912,-0.6229156879,-0.4105865729,-0.4896088263,0.3785650843,0.3289048272,-0.6976486269,-0.5899685322,-0.6432132664,-0.5380999139
2016-02-16,-0.8557092819,-0.5230476078,-0.6143137934,-0.6243317893,-0.8931730809,-0.5207254413,-0.5718987287,-0.4864115821,-0.5557446533,-0.4664217386,-0.4893858782,0.3175122401,0.3110408553,-0.6976316946,-0.581624967,-0.5874963789,-0.5380999139
2016-02-17,-0.8513655799,-0.5271684212,-0.5903930374,-0.6238392665,-0.8894869088,-0.5241105843,-0.5726585966,-0.4863698527,-0.7814393294,-0.3175279633,-0.4588419902,0.4803198245,0.288794682,-0.6962601835,-0.555825463,-0.7830385667,-0.5380999139
2016-02-18,-0.847021878,-0.5221645764,-0.6199975453,-0.6234295979,-0.8857227959,-0.5199742695,-0.5731780794,-0.4872365405,-0.5906735913,-0.6029076993,-0.4936218918,0.3446468375,0.2871820498,-0.6975926769,-0.5914005607,-0.6458589301,-0.2022783039
2016-02-19,-0.8426781761,-0.5210853157,-0.6058567625,-0.6227253362,-0.8818954149,-0.5190719726,-0.5718863914,-0.4864838061,-0.5449972878,-0.1810420026,-0.4829203836,0.2802021687,0.2889109965,-0.6976118176,-0.5688395841,-0.5345041301,-0.5380999139
2016-02-20,-0.8383344741,-0.5219683472,-0.6224964363,-0.6223857359,-0.8780816298,-0.5197881807,-0.5713670709,-0.4862221948,-0.5208157153,-0.4912373679,-0.5076676214,0.2530675713,0.2736856585,-0.6975617571,-0.5988119316,-0.5584335658,0.0745958958
2016-02-21,-0.8339907722,-0.5193192528,-0.6185276095,-0.6214963306,-0.8742713222,-0.517589571,-0.571204148,-0.4859894731,-0.5154420326,-0.534664719,-0.5065528809,0.2462839219,0.282434215,-0.6975043348,-0.5971997808,-0.5645541311,-0.4862976443
2016-02-22,-0.8296470703,-0.5098021361,-0.6080322676,-0.6210273343,-0.870429246,-0.5097187007,-0.5696863049,-0.4852303188,-0.4509578394,-0.5842959774,-0.4978579055,0.2021902012,0.3800770225,-0.6972422532,-0.5883217367,-0.508639806,-0.2022783039
2016-02-23,-0.8253033683,-0.509311563,-0.6051707924,-0.620543506,-0.866671572,-0.5092981814,-0.5695135977,-0.4846653668,-0.630976212,-0.4229943875,-0.4918383071,0.3107285908,0.4064721832,-0.6971310894,-0.3976236049,-0.6571918477,-0.5380999139
2016-02-24,-0.8209596664,-0.5040133743,-0.5948028449,-0.6201261658,-0.8628770142,-0.5049050883,-0.5695215779,-0.4849237682,-0.5503709705,-0.5222569044,-0.4936218918,0.2734185193,0.3543837529,-0.6959922124,-0.523604934,-0.5922743685,0.0299387668
2016-02-25,-0.8166159644,-0.5064662395,-0.5951654291,-0.6196106278,-0.8590254702,-0.5069150221,-0.5691169269,-0.4850024121,-0.4173723221,-0.6463350505,-0.4925071514,0.1445291817,0.3413009451,-0.6975080157,-0.5856688454,-0.4919760735,-0.5380999139
2016-02-26,-0.8122722625,-0.5062700103,-0.5798290985,-0.6189043204,-0.8551982911,-0.5067362154,-0.5684428998,-0.4842400478,-0.5154420326,-0.3609553145,-0.4534912361,0.2293247986,0.2887767716,-0.6963124525,-0.5105452216,-0.5348595177,-0.4862976443
2016-02-27,-0.8079285606,-0.5030322283,-0.6002808059,-0.6184931175,-0.851436332,-0.5040420102,-0.567709577,-0.4834118795,-0.6000775361,-0.6029076993,-0.4951825285,0.2937694674,0.2797396153,-0.6974564828,-0.5924151767,-0.6496497318,-0.5380999139
2016-02-28,-0.8035848586,-0.5012661654,-0.5994772409,-0.617792436,-0.8476424696,-0.5025634708,-0.5670439985,-0.4831358234,-0.5503709705,-0.5160529971,-0.4976349574,0.2428920973,0.2790847842,-0.6976022473,-0.5941229057,-0.5934984816,-0.5380999139
2016-02-29,-0.7992411567,-0.5024435407,-0.5867867948,-0.6168513746,-0.8440198348,-0.50352081,-0.5678283675,-0.482814828,-0.831145895,-0.73939366,-0.4789073181,0.4701443505,0.3587705006,-0.6974586913,-0.5828327558,-0.8948672169,0.0299387668
2016-03-01,-0.7948974547,-0.4902773296,-0.5728714021,-0.6158975271,-0.8402174918,-0.493430811,-0.5671228479,-0.483591637,-0.5194722946,-0.5780920701,-0.4829203836,0.1682719544,0.3821490541,-0.6971207828,-0.5817333006,-0.5785721999,-0.5380999139
2016-03-02,-0.7905537528,-0.4795828376,-0.5553889651,-0.6147820626,-0.8363917262,-0.4845526549,-0.5660826205,-0.4827297642,-0.4737959912,-0.6029076993,-0.473556564,0.1682719544,0.5221436446,-0.6969426262,-0.5776882148,-0.5373472314,-0.5380999139
2016-03-03,-0.7862100509,-0.4731072736,-0.5428945105,-0.6136093161,-0.832642488,-0.4791641959,-0.5649879563,-0.481752333,-0.5705222809,-0.8448600842,-0.4626321077,0.2123656752,0.3244569077,-0.6237394148,-0.5672329118,-0.6720391544,-0.4862976443
2016-03-04,-0.7818663489,-0.4671222827,-0.5482842752,-0.6123787761,-0.8289256915,-0.4741789288,-0.5640459844,-0.4808824353,-0.5973906947,-0.9813460449,-0.4624091596,0.26663487,0.2708948087,0.4462498322,-0.5635346017,-0.729138105,-0.5380999139
2016-03-05,-0.777522647,-0.4572127075,-0.5205710847,-0.6107892008,-0.8251088327,-0.4659360337,-0.5621352262,-0.4803495828,-0.4039381152,-0.9813460449,-0.4479175339,0.0800845128,0.1583316281,0.4563723648,-0.5370093167,-0.5530237759,-0.4862976443
2016-03-06,-0.7731789451,-0.4566240199,-0.5152205183,-0.6093203268,-0.8214617657,-0.4654187343,-0.5618495393,-0.4789548576,-0.7142682949,-1.0309773034,-0.4363242333,0.3683896103,0.1541281285,0.2567663275,-0.5337941322,-0.8518653101,-0.5380999139
2016-03-07,-0.7688352431,-0.4716355545,-0.5582406407,-0.6083603419,-0.8177305881,-0.4778418728,-0.5616086635,-0.4792405435,-0.5544012326,-1.0992202837,-0.4693205503,0.2428920973,0.2124639747,-0.1575596087,-0.5670796337,-0.7038266061,-0.4862976443
2016-03-08,-0.7644915412,-0.4680053141,-0.5500775969,-0.6071477026,-0.8140227209,-0.4748037198,-0.5609810893,-0.478714111,-0.5664920188,-1.2667257809,-0.4639697962,0.2293247986,0.2703513348,0.4580250984,-0.5558217903,-0.7448541371,-0.2022783039
2016-03-09,-0.7601478392,-0.4513258312,-0.5456383907,-0.6059258572,-0.8103263182,-0.4609312665,-0.5602400372,-0.4781122445,-0.6041077982,-1.1612593568,-0.455720717,0.2462839219,-0.0141087895,0.4587207924,-0.5562840319,-0.7650322586,0.0745958958
2016-03-10,-0.7558041373,-0.4557409884,-0.5431199006,-0.6046968515,-0.8065029532,-0.4645654303,-0.5581412942,-0.4778891526,-0.3260197151,-1.390803927,-0.4684287579,0.0325989674,-0.1587558717,0.4590174747,-0.5626391092,-0.5415723958,-0.5380999139
2016-03-11,-0.7514604354,-0.454367384,-0.5596811778,-0.6039358193,-0.8027262539,-0.4633938519,-0.5579845399,-0.476804188,-0.5020078257,-0.9937538595,-0.4708811869,0.2021902012,-0.1801961591,0.4590425049,-0.5706645256,-0.6237064326,-0.2022783039
2016-03-12,-0.7471167334,-0.4347444629,-0.5130058149,-0.6029538423,-0.7989398401,-0.4470569598,-0.555991409,-0.475242545,-0.5584314947,-0.6401311432,-0.4320882197,0.2259329739,-0.1772288231,0.4590572286,-0.5408914456,-0.6066083375,-0.4862976443
2016-03-13,-0.7427730315,-0.4177706361,-0.5106539176,-0.6019641936,-0.7950270248,-0.4329097076,-0.5529855182,-0.4744480813,-0.339453922,-0.454013924,-0.4305275831,-0.0013192794,-0.1474461991,0.4590425049,-0.5340881441,-0.3841356625,-0.2022783039
2016-03-14,-0.7384293295,-0.4422992875,-0.5067242891,-0.6008645839,-0.7912351817,-0.4532647132,-0.5544161223,-0.4745828994,-0.4442407359,-1.0247733961,-0.4062262415,0.151312831,-0.1898389048,0.4590815227,-0.5115770181,-0.5970523582,-0.4862976443
2016-03-15,-0.7340856276,-0.4365105258,-0.4994236077,-0.5999235225,-0.7867518769,-0.4484085111,-0.5533981529,-0.4785857128,0.725878686,-0.2058576318,-0.4470257415,-0.6762923898,-0.2296062809,0.4591683924,-0.5217283798,0.6199529385,-0.5380999139
2016-03-16,-0.7297419257,-0.438178474,-0.5158574905,-0.5991000939,-0.7822302973,-0.4497535509,-0.552460409,-0.4782550874,0.7876760378,-0.1438185588,-0.4474716377,-0.7034269872,-0.2446153915,0.4593539108,-0.5237626653,0.6873186437,-0.5380999139
2016-03-17,-0.7253982237,-0.4565259053,-0.4576970288,-0.5982388182,-0.7776319882,-0.4649853443,-0.5509826178,-0.4778361884,0.8642510171,0.3276783964,-0.4240620885,-0.767871656,-0.2045337104,0.4600039615,-0.4977940549,0.8223659544,-0.5380999139
2016-03-18,-0.7210545218,-0.4596655727,-0.4744542975,-0.5972788333,-0.7731395523,-0.467564209,-0.5509088081,-0.4774172893,0.7030405342,0.0609103823,-0.4280751541,-0.6796842144,-0.2303261513,0.4592272871,-0.5138315798,0.6360243582,0.0745958958
2016-03-19,-0.7167108199,-0.462314667,-0.4454671626,-0.5966359452,-0.768533503,-0.4697355529,-0.5490773088,-0.4768523373,0.8642510171,0.4331448205,-0.4077868781,-0.8085735521,-0.1748561701,0.4593244635,-0.4535260517,0.835989148,-0.2022783039
2016-03-20,-0.7123671179,-0.466043022,-0.4683197652,-0.5958544552,-0.7639968467,-0.4728088397,-0.5477303392,-0.4756148998,0.7903628791,0.0050752165,-0.4184883863,-0.7407370586,-0.2238596675,0.4593524385,-0.4732088695,0.7138542556,-0.4862976443
2016-03-21,-0.708023416,-0.447401247,-0.4676925926,-0.5950714308,-0.7594906578,-0.4572307175,-0.5484784417,-0.4758620663,0.7460299963,-0.0321482273,-0.4068950858,-0.7034269872,-0.2322374941,0.4594069161,-0.4822154822,0.6602302066,-0.2022783039
2016-03-22,-0.703679714,-0.4567221345,-0.4639785547,-0.5944689469,-0.7549372422,-0.4649667674,-0.5470525083,-0.4753821781,0.8494733895,-0.1252068369,-0.4033279164,-0.757696182,-0.2814327783,0.4592287595,-0.4799638293,0.7433514314,-0.4862976443
2016-03-23,-0.6993360121,-0.4440653504,-0.4747972825,-0.593781563,-0.7504438191,-0.4543679415,-0.5499102411,-0.4766693699,0.7191615825,-0.0135365054,-0.3999836951,-0.6932515131,-0.2631114477,0.4593480214,-0.4601288402,0.637761809,-0.5380999139
2016-03-24,-0.6949923102,-0.4554466446,-0.4242216899,-0.5931264002,-0.7458388243,-0.4638289208,-0.5458017023,-0.4750082184,0.8897760103,0.2656393233,-0.3257419819,-0.8051817274,-0.2575831335,0.4599634713,-0.3836286971,0.8341332347,-0.5380999139
2016-03-25,-0.6906486082,-0.4600580311,-0.4260346107,-0.592565855,-0.7412598546,-0.4676433807,-0.5433014259,-0.4732892877,0.8427562861,0.1663768064,-0.379472471,-0.7814389547,-0.1968954266,0.4595107181,-0.4436243728,0.7883277141,-0.2022783039
2016-03-26,-0.6863049063,-0.4570164783,-0.4271713611,-0.5920334393,-0.7366743563,-0.4650662995,-0.5415407921,-0.47241939,0.8817154861,0.1105416407,-0.3979771623,-0.8017899027,-0.2523914619,0.4659368699,-0.4397060006,0.7998185818,0.0745958958
2016-03-27,-0.6819612043,-0.462314667,-0.4925541075,-0.5915097182,-0.7321325847,-0.4694588185,-0.5405759498,-0.4715157877,0.8158878723,-0.0941873004,-0.4597337825,-0.757696182,-0.284200676,0.4595843365,-0.5365187472,0.7228574097,-0.4862976443
2016-03-28,-0.6776175024,-0.4510314874,-0.4568934639,-0.5908023879,-0.7276373667,-0.4599891122,-0.5418359645,-0.471851228,0.7527470998,-0.2368771684,-0.3912887196,-0.6898596885,-0.2855244436,0.4595328036,-0.4679515881,0.6409208104,-0.2022783039
2016-03-29,-0.6732738005,-0.4501484559,-0.4539339931,-0.589890479,-0.723123303,-0.4592122894,-0.5393626021,-0.4706539149,0.7675247274,-0.1376146515,-0.4311964273,-0.7136024612,-0.2588348699,0.4595651957,-0.5070475503,0.6740903253,-0.4862976443
2016-03-30,-0.6689300985,-0.4482842784,-0.4259856129,-0.5886333438,-0.7185715251,-0.4576134117,-0.5385760194,-0.4701595819,0.817231293,0.0671142896,-0.3903969273,-0.7543043573,-0.1743030812,0.4596218819,-0.4415852382,0.7404688426,-0.2022783039
2016-03-31,-0.6645863966,-0.4528956649,-0.4701620848,-0.5875802757,-0.7140644837,-0.4614353603,-0.5356416323,-0.4684470711,0.782302355,-0.2927123341,-0.4276292579,-0.7237779352,-0.2736031419,0.4597256838,-0.487285322,0.6617307322,-0.5380999139
2016-04-01,-0.6602426947,-0.4506390289,-0.4597647386,-0.587024845,-0.7094862544,-0.4595072138,-0.5352216705,-0.4686717679,0.8629075965,0.036094753,-0.4080098262,-0.7916144287,-0.2892690652,0.4596130477,-0.4866790336,0.787024626,-0.5380999139
2016-04-02,-0.6558989927,-0.4509333728,-0.4985906441,-0.5864545822,-0.7050233884,-0.4597160595,-0.5374951424,-0.4690393077,0.6681115963,-0.1003912077,-0.4655304328,-0.6661169157,-0.2920205845,0.4597683825,-0.5432344159,0.5839798098,-0.5380999139
2016-04-03,-0.6515552908,-0.4505409143,-0.4963367424,-0.5859681967,-0.7004674151,-0.4593485953,-0.5344613783,-0.4677938453,0.8011102447,0.2098041576,-0.4633009519,-0.7373452339,-0.2963213391,0.4597043345,-0.5410330931,0.7478530084,0.0299387668
2016-04-04,-0.6472115888,-0.4557409884,-0.4442128174,-0.5853513924,-0.6958793592,-0.4636705042,-0.531554086,-0.4662691169,0.8696246999,0.1477650845,-0.4060032934,-0.7746553053,-0.2896070498,0.4595666681,-0.4806897251,0.8043201588,-0.2022783039
2016-04-05,-0.6428678869,-0.4625108962,-0.4024078419,-0.5847335652,-0.6913456195,-0.4693133637,-0.5310444243,-0.4655308273,0.7984234033,-0.0569638565,-0.4002066431,-0.7271697599,-0.2935749738,0.4676271488,-0.4491684207,0.7087208783,-0.5380999139
2016-04-06,-0.638524185,-0.459076885,-0.4719358074,-0.5841612567,-0.6868567059,-0.4663972351,-0.5318159839,-0.4655934215,0.7594642032,-0.3175279633,-0.4427897279,-0.6830760391,-0.2767127272,0.459702126,-0.5134141659,0.6298248179,-0.2022783039
2016-04-07,-0.634180483,-0.4654543344,-0.4737487283,-0.583576162,-0.6823814779,-0.4717166653,-0.5345962103,-0.4672417332,0.690949748,-0.1314107442,-0.427852206,-0.652549617,-0.2923825872,0.4595011477,-0.5113374563,0.6057374321,-0.5380999139
2016-04-08,-0.6298367811,-0.4684958871,-0.4530030337,-0.5831618905,-0.6777989859,-0.4742376252,-0.5290097363,-0.4648342672,0.891119431,-0.02594432,-0.397308318,-0.7712634807,-0.2787430629,0.4598611417,-0.4801132189,0.7945272544,-0.4862976443
2016-04-09,-0.6254930791,-0.4750695657,-0.4734547411,-0.5826862454,-0.6733601932,-0.4797295932,-0.528591597,-0.4637059681,0.6640813342,-0.3051201487,-0.4470257415,-0.6661169157,-0.284041562,0.459878074,-0.5255676537,0.5416097033,-0.4862976443
2016-04-10,-0.6211493772,-0.4787979207,-0.4703776754,-0.5820597235,-0.6687967489,-0.4828333104,-0.5264927433,-0.4633191686,0.8414128654,0.0422986603,-0.4552748208,-0.767871656,-0.2784717023,0.4598007746,-0.5330881262,0.7610023518,-0.4862976443
2016-04-11,-0.6168056753,-0.4793866084,-0.4890948585,-0.581521682,-0.6643503505,-0.4832999926,-0.5282519676,-0.463434727,0.6694550169,-0.3361396852,-0.4595108344,-0.6593332664,-0.2788179679,0.4597190582,-0.5395851337,0.5549959718,0.0299387668
2016-04-12,-0.6124619733,-0.4914547048,-0.4465059173,-0.5808951601,-0.659844184,-0.4934240189,-0.5295791438,-0.4649064912,0.7742418308,-0.2865084268,-0.4173736459,-0.7373452339,-0.2898196477,0.459570349,-0.4982632878,0.660190719,-0.5380999139
2016-04-13,-0.6081182714,-0.4856659431,-0.4330021066,-0.5802798902,-0.6553231877,-0.4885275397,-0.5267370944,-0.4630639772,0.7742418308,-0.0569638565,-0.4115769956,-0.7237779352,-0.2496974163,0.4627970443,-0.4557576778,0.6862919683,0.0745958958
2016-04-14,-0.6037745695,-0.4816432443,-0.4454475635,-0.5797761155,-0.6508143963,-0.4851141821,-0.5256890862,-0.4625792741,0.782302355,-0.2803045195,-0.4274063098,-0.7373452339,-0.2403140979,0.463367587,-0.4799681366,0.6648107586,-0.5380999139
2016-04-15,-0.5994308675,-0.4838017656,-0.4437032396,-0.5793511035,-0.6462578846,-0.4869041551,-0.5238330156,-0.4613562814,0.8333523413,-0.0383521346,-0.4260686213,-0.7543043573,-0.2936969157,0.4626446542,-0.4924002631,0.7488007088,-0.2022783039
2016-04-16,-0.5950871656,-0.480956442,-0.4875661252,-0.5789531983,-0.6417304044,-0.4844794294,-0.5218752068,-0.4604350244,0.7796155136,-0.0507599492,-0.4699893946,-0.7305615846,-0.291477997,0.4599575819,-0.549778113,0.6977038609,-0.5380999139
2016-04-17,-0.5907434636,-0.4721261276,-0.3923142824,-0.5785061941,-0.6372069626,-0.4770077542,-0.524240061,-0.4614943094,0.7742418308,-0.0755755784,-0.3134798371,-0.7373452339,-0.2878439283,0.4650365166,-0.4646694469,0.6905961077,-0.5380999139
2016-04-18,-0.5863997617,-0.4778167747,-0.4578734211,-0.5780366864,-0.6326323454,-0.4817751816,-0.5197634624,-0.459403024,0.8279786585,0.2036002503,-0.4396684546,-0.77804713,-0.2965603905,0.4592191891,-0.5209718224,0.7806671357,0.0745958958
2016-04-19,-0.5820560598,-0.4778167747,-0.4666048401,-0.5776101401,-0.6281342557,-0.4817461557,-0.5196087262,-0.4585925104,0.7124444791,0.036094753,-0.4472486896,-0.7068188118,-0.292347468,0.4600812608,-0.5311012918,0.6459752127,-0.5380999139
2016-04-20,-0.5777123578,-0.4806620982,-0.4634493778,-0.5770940907,-0.6235636769,-0.4841180139,-0.5185727527,-0.4583886783,0.821261555,0.178784621,-0.4378848699,-0.7475207079,-0.2864291939,0.4600054338,-0.4885959984,0.7735593825,-0.5380999139
2016-04-21,-0.5733686559,-0.4850772555,-0.4219285899,-0.576085007,-0.6190587893,-0.4878176052,-0.5173614415,-0.4572395146,0.7406563136,-0.0445560419,-0.4055573972,-0.7068188118,-0.2618752496,0.4608888549,-0.4555444163,0.6579399305,-0.5380999139
2016-04-22,-0.5690249539,-0.4875301206,-0.4758556363,-0.5755423624,-0.6145247804,-0.4898625634,-0.5200079538,-0.4590563489,0.7957365619,-0.0569638565,-0.4530453399,-0.7271697599,-0.2878274571,0.4598964786,-0.5184603954,0.7091947286,-0.5380999139
2016-04-23,-0.564681252,-0.4830168488,-0.4742191077,-0.5750314275,-0.6099739897,-0.486022886,-0.516745784,-0.4572443295,0.8226049757,0.0174830311,-0.4577272497,-0.7441288833,-0.2848840436,0.4600231023,-0.5297033366,0.7387313918,-0.2022783039
2016-04-24,-0.5603375501,-0.4860584015,-0.4526502491,-0.5744800883,-0.6054517145,-0.4885664949,-0.5178851523,-0.4576696485,0.7285655273,0.2222119722,-0.4213867115,-0.7237779352,-0.2927805917,0.4600348812,-0.500257803,0.6885427568,-0.5380999139
2016-04-25,-0.5559938481,-0.4910622464,-0.439087641,-0.5739082912,-0.600837252,-0.4927710373,-0.513752817,-0.4561930694,0.8938062723,0.2780471379,-0.4289669464,-0.8085735521,-0.2928536187,0.4616427075,-0.4882433756,0.8507969672,0.0745958958
2016-04-26,-0.5516501462,-0.4913565902,-0.466996823,-0.5733058074,-0.5963447263,-0.4929954693,-0.5159153715,-0.4562428237,0.6896063273,0.0609103823,-0.4412290913,-0.6898596885,-0.2723279285,0.4600761075,-0.5147673821,0.6361823083,0.0299387668
2016-04-27,-0.5473064443,-0.4885112667,-0.454600364,-0.5726690567,-0.591767888,-0.49056247,-0.5159690335,-0.4569008644,0.8373826033,0.1725807137,-0.4479175339,-0.7509125326,-0.2951460847,0.4597882595,-0.5186575126,0.7845763999,-0.5380999139
2016-04-28,-0.5429627423,-0.4930245385,-0.4497397761,-0.5721110687,-0.5872186903,-0.4943579257,-0.5138102717,-0.4553905807,0.7943931412,0.0981338261,-0.4269604137,-0.7475207079,-0.2881431093,0.4599509562,-0.5008726088,0.7359277781,0.0745958958
2016-04-29,-0.5386190404,-0.491160361,-0.4204488545,-0.5715530807,-0.5826693355,-0.4927547467,-0.5120177138,-0.4543682102,0.7943931412,0.0919299188,-0.4236161923,-0.7475207079,-0.2997598426,0.4595475273,-0.4911090789,0.7362041907,-0.5380999139
2016-04-30,-0.5342753384,-0.4778167747,-0.337769863,-0.5684618988,-0.5780900966,-0.4814232232,-0.5089489301,-0.4526861939,0.8320089206,0.1911924357,-0.3868297579,-0.7610880066,-0.2801026822,0.4600849417,-0.4300056424,0.7888015643,-0.4862976443
2016-05-01,-0.5299316365,-0.4788960353,-0.3984390151,-0.5671643593,-0.5736370574,-0.482309341,-0.508225849,-0.4514423365,0.6761721204,-0.3361396852,-0.3660955857,-0.6762923898,-0.2712006196,0.4591919503,-0.4054786644,0.566684277,-0.5380999139
2016-05-02,-0.5255879346,-0.466533595,-0.3771739432,-0.5651318714,-0.5690549692,-0.4717967137,-0.512565044,-0.4549781015,0.8615641758,0.0857260115,-0.4109081513,-0.7543043573,-0.2774315722,0.459914147,-0.4693455355,0.7938164791,-0.5380999139
2016-05-03,-0.5212442326,-0.4727148152,-0.4156568637,-0.5643253205,-0.5644901564,-0.4770072434,-0.5071000907,-0.4519591392,0.8266352378,0.1477650845,-0.4184883863,-0.7814389547,-0.2671366877,0.4596557463,-0.4752447431,0.7634110904,0.0299387668
2016-05-04,-0.5169005307,-0.4726167006,-0.4189593195,-0.5634655791,-0.5599730862,-0.4768931183,-0.5088523791,-0.4519527193,0.7272221067,0.1229494553,-0.4068950858,-0.6932515131,-0.2783779242,0.4597904681,-0.4647083432,0.6793816527,-0.2022783039
2016-05-05,-0.5125568287,-0.4688883456,-0.4069744426,-0.5626523794,-0.5554098888,-0.4736964724,-0.5087620668,-0.4524245826,0.803797086,0.2470276014,-0.4095704628,-0.7339534092,-0.2671890182,0.4607519246,-0.4347186225,0.7605679891,-0.5380999139
2016-05-06,-0.5082131268,-0.4736959612,-0.3818483392,-0.5619327744,-0.5508527713,-0.4777474251,-0.5081007938,-0.4520891424,0.7836457757,0.2532315087,-0.3785806786,-0.7373452339,-0.2902179311,0.4611214891,-0.3882334753,0.7498668718,0.0745958958
2016-05-07,-0.5038694249,-0.4734016174,-0.4348346267,-0.5612392531,-0.5463192784,-0.4774666839,-0.5083915832,-0.4520827225,0.7379694722,0.2718432306,-0.4343177005,-0.7169942859,-0.288747655,0.4598972148,-0.500227031,0.7082865156,-0.5380999139
2016-05-08,-0.4995257229,-0.4719298983,-0.3936862226,-0.5603984352,-0.541746142,-0.4761846696,-0.5067336839,-0.4514760411,0.8226049757,0.2160080649,-0.399760747,-0.7644798313,-0.285222088,0.4599273983,-0.4532244684,0.7780609595,-0.5380999139
2016-05-09,-0.495182021,-0.4736959612,-0.4084149797,-0.5594890836,-0.5371798708,-0.4776550168,-0.5066179961,-0.4508019506,0.8132010309,0.1291533626,-0.4153671131,-0.7203861105,-0.2905295619,0.4596638444,-0.4689146407,0.7659777791,-0.5380999139
2016-05-10,-0.4908383191,-0.473009159,-0.3876006882,-0.5586799754,-0.5326280257,-0.4770399856,-0.5035247149,-0.4494858692,0.7702115688,0.2842510452,-0.4106852033,-0.757696182,-0.2800421525,0.4599804036,-0.4629366026,0.7405873052,-0.5380999139
2016-05-11,-0.4864946171,-0.4676128557,-0.3863561425,-0.5573292455,-0.5281404807,-0.4724169583,-0.5078216703,-0.4508709646,0.638556341,0.3214744891,-0.3932952524,-0.632198669,-0.2794091726,0.4599855569,-0.4272099569,0.6274160793,-0.2022783039
2016-05-12,-0.4821509152,-0.4663373658,-0.345286135,-0.5557314871,-0.5235087877,-0.471297635,-0.505038485,-0.4512417144,0.8870891689,0.4269409132,-0.3665414819,-0.8119653768,-0.2481584105,0.4599178279,-0.3823295063,0.8811233808,-0.5380999139
2016-05-13,-0.4778072132,-0.4616278648,-0.3184843047,-0.5543112005,-0.5188857548,-0.4672526626,-0.4987671481,-0.4477011344,0.8400694447,0.7123206492,-0.3676562224,-0.8255326755,-0.19747008,0.4592309681,-0.3778807823,0.8658811989,-0.5380999139
2016-05-14,-0.4734635113,-0.4651599906,-0.3380050527,-0.55314766,-0.514338666,-0.470227457,-0.5010377018,-0.4476513801,0.6976668515,0.6813011127,-0.3656496896,-0.7305615846,-0.2780182026,0.4594054437,-0.4004962093,0.7322159514,-0.5380999139
2016-05-15,-0.4691198094,-0.4672203973,-0.3641895099,-0.5519048453,-0.5097713628,-0.4719499929,-0.500129805,-0.4472196412,0.7742418308,0.3152705817,-0.3975312661,-0.7271697599,-0.301191991,0.4601210148,-0.4205480635,0.7677942049,-0.5380999139
2016-05-16,-0.4647761074,-0.4557409884,-0.4195472939,-0.5510098141,-0.5052467095,-0.4621283184,-0.5002441904,-0.4467991372,0.7016971135,0.2842510452,-0.4084557224,-0.6966433378,-0.2956821608,0.4597396713,-0.4546539437,0.6927284337,-0.4862976443
2016-05-17,-0.4604324055,-0.4453408402,-0.3912755278,-0.5497301753,-0.5006243272,-0.4532187635,-0.5004182479,-0.4482660864,0.8494733895,0.5324073374,-0.4031049683,-0.7950062534,-0.2936267024,0.4600842055,-0.4489647561,0.8647360609,-0.5380999139
2016-05-18,-0.4560887035,-0.4352350359,-0.3351827759,-0.5471182187,-0.4959714775,-0.4445529865,-0.4974314938,-0.4459581291,0.838726024,0.6688932981,-0.364312001,-0.757696182,-0.2817726668,0.4594510871,-0.4035294174,0.91836011,-0.5380999139
2016-05-19,-0.4517450016,-0.4219895641,-0.3499801301,-0.5451143718,-0.4913905336,-0.4332004435,-0.4938362359,-0.4433644857,0.7688681481,0.2160080649,-0.3895051349,-0.7203861105,-0.2810191532,0.4607423542,-0.4167957764,0.7918026157,-0.5380999139
2016-05-20,-0.4474012997,-0.4300349618,-0.3435712098,-0.5423970572,-0.486782869,-0.4400232638,-0.4920952592,-0.4425122428,0.803797086,0.3338823037,-0.3669873781,-0.7407370586,-0.2795865685,0.4597323095,-0.3775095644,0.8388322493,-0.5380999139
2016-05-21,-0.4430575977,-0.4277783259,-0.3588193443,-0.5400469611,-0.4822111236,-0.4380493927,-0.4909194952,-0.4415380216,0.7285655273,0.3773096548,-0.3678791704,-0.7000351625,-0.2921475918,0.4602969628,-0.3857029475,0.7756127334,-0.5380999139
