"Date","Open","High","Low","Close","Volume","Market Cap"
2017-10-03,0.918190373715771,0.826543273469547,0.918367910723979,0.906014839955015,-0.144196720940735,0.968964419664277
2017-10-02,0.957822538286502,0.879453154528372,1.01354079405157,0.910419867611567,-0.162627212465141,1.00891622413898
2017-10-01,0.993051129016041,0.898946268602676,1.05254607410386,0.954470144177095,-0.0869431356705306,1.04427138964331
2017-09-30,0.924061805504027,0.918439382676981,1.03382353967876,0.989710365429518,0.280131556683489,0.972626149013558
2017-09-29,0.962226112127694,0.932363035587198,0.960493613180454,0.922166608029041,0.693619638941278,1.01095744347837
2017-09-28,0.941676100868797,0.992234743101132,0.996378470828562,0.953001801624911,1.20672287398327,0.989392194885158
2017-09-27,0.736175988279821,0.87806078923735,0.829435872204755,0.941255061207437,0.653454771647317,0.780190585338597
2017-09-26,0.683333102185512,0.752747913045396,0.752985523302265,0.734218761349456,0.307504914921368,0.724906263077969
2017-09-25,0.615811636620563,0.616296114525267,0.706179187239515,0.678421744366453,-0.184470539854189,0.656255849601115
2017-09-24,0.645168795561845,0.578702251667681,0.696817920026965,0.616751357174714,-0.30929179703988,0.685094695046428
2017-09-23,0.586454477679281,0.587056443413811,0.660933062378857,0.641713180561847,-0.247974610826445,0.625863496002086
2017-09-22,0.570308040261575,0.55363967642929,0.631289049539116,0.590321191235398,-0.207451479198116,0.608603506214008
2017-09-21,0.733240272385692,0.652497612091832,0.645330950357941,0.562422682743897,-0.133919933048072,0.773241090488473
2017-09-20,0.767001005168167,0.697053301404527,0.826315449800572,0.73568710390164,-0.114073070470264,0.806679691269563
2017-09-19,0.824247465103668,0.748570817172331,0.818514393790114,0.769458982601878,0.166343859450179,0.86546992460929
2017-09-18,0.557097318737998,0.73186243368007,0.643770739155849,0.81497760171959,0.637681325473955,0.593546786766307
2017-09-17,0.543886597214421,0.509083987116595,0.557959123040809,0.555080969982975,0.0248500598437833,0.579217738640356
2017-09-16,0.590858051520473,0.645535785636723,0.582922502274275,0.541865887013317,0.922702688250605,0.62678282379616
2017-09-15,0.422054387608099,0.646928150927745,0.278681317866403,0.587384506131029,3.74881935873296,0.455077322786233
2017-09-14,1.1501119293519,1.07020719939835,0.486189407744593,0.424398482838576,1.64250972103051,1.19167547323563
2017-09-13,1.20882624723447,1.0994468705098,1.21480803912139,1.15563307382634,0.493384230144404,1.25112014331012
2017-09-12,1.24111912206988,1.26653070543241,1.30998092244898,1.20408837804842,1.12236880029698,1.28261101571394
2017-09-11,1.08699403762814,1.15235675156863,1.19296508229211,1.22905020143555,0.879436135212535,1.12665250908862
2017-09-10,1.26607270716997,1.15653384744169,1.02134185006203,1.08955765897805,1.54629857019585,1.30680959307323
2017-09-09,1.31010844558189,1.27070780130548,1.35522704730964,1.27016379289671,0.772781333644553,1.35112430911303
2017-09-08,1.70936580718333,1.60626783644171,1.37550979293683,1.31568241201442,2.12890508610503,1.75350941003143
2017-09-07,1.8781694710957,1.73436544321571,1.83421188635178,1.69891981813452,1.31733330642111,1.92355388828121
2017-09-06,1.52294784790619,1.73575780850673,1.67038971013215,1.87658926694881,1.71786301678215,1.56316181117691
2017-09-05,1.40992278598225,1.43361454035502,1.31310134485317,1.51831368421585,1.62150463402927,1.44922749201971
2017-09-04,1.80918014758369,1.69259448448506,1.48004394347697,1.40965633535422,1.87027749853695,1.85148793832196
2017-09-03,2.0499088509022,1.93765077570488,1.90130096804172,1.81051385210052,1.65876412480343,2.09362953018503
2017-09-02,2.32293042905613,2.38460003412285,1.91846329126473,2.03223357748035,5.84801278705416,2.36864877705654
2017-09-01,1.49505854691197,2.21333910332718,1.62826400767568,2.30534529218662,7.54268161229959,1.53184233887029
2017-08-31,1.38937277472335,1.38070465929619,1.52529006833763,1.48894683317217,0.329739879212915,1.42345515013159
